start,steps_to_1,maximum,parity_word,parity_length,odd_count,even_count,odd_transition_count,odd_ratio,zero_run_count,max_zero_run,mean_zero_run,first_16_bits,last_16_bits
429,102,9232,1000100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,103,37,66,36,0.3592233009708738,36,5,1.8333,1000100100101001,1010100000100001
430,102,9232,0101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,103,37,66,36,0.3592233009708738,37,5,1.7838,0101010000101001,1010100000100001
431,40,4372,10101010010000100010001000101001000100001,41,13,28,12,0.3170731707317073,12,4,2.3333,1010101001000010,0101001000100001
432,115,9232,00001010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,42,5,1.7619,0000101001010101,1010100000100001
433,27,1300,1001000010001010100000100001,28,8,20,7,0.2857142857142857,7,5,2.8571,1001000010001010,1010100000100001
434,27,736,0100101000001010100000100001,28,8,20,7,0.2857142857142857,8,5,2.5000,0100101000001010,1010100000100001
435,27,1960,1010001000001010100000100001,28,8,20,7,0.2857142857142857,7,5,2.8571,1010001000001010,1010100000100001
436,115,9232,00100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,42,5,1.7619,0010001001010101,1010100000100001
437,115,9232,10000010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,41,5,1.8049,1000001001010101,1010100000100001
438,53,1672,010100101010001001000101001010000101000101001000100001,54,18,36,17,0.3333333333333333,18,4,2.0000,0101001010100010,0101001000100001
439,53,2968,101010001010001001000101001010000101000101001000100001,54,18,36,17,0.3333333333333333,17,4,2.1176,1010100010100010,0101001000100001
440,115,9232,00010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,42,5,1.7619,0001010100010101,1010100000100001
441,27,1492,1001010010000010100000100001,28,8,20,7,0.2857142857142857,7,5,2.8571,1001010010000010,0010100000100001
442,115,9232,01000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,42,5,1.7619,0100010100010101,1010100000100001
443,53,2248,101001010001001010001010100010000101000101001000100001,54,18,36,17,0.3333333333333333,17,4,2.1176,1010010100010010,0101001000100001
444,71,9232,001010101001010010101010101000101010100001001001000010001010100000100001,72,25,47,24,0.3472222222222222,25,5,1.8800,0010101010010100,1010100000100001
445,71,9232,100010101001010010101010101000101010100001001001000010001010100000100001,72,25,47,24,0.3472222222222222,24,5,1.9583,1000101010010100,1010100000100001
446,71,9232,010101010100010010101010101000101010100001001001000010001010100000100001,72,25,47,24,0.3472222222222222,25,5,1.8800,0101010101000100,1010100000100001
447,97,39364,10101010101001010100010010101010001000101010101010101001001000000010001001001000010101001000100001,98,35,63,34,0.35714285714285715,34,7,1.8529,1010101010100101,0101001000100001
448,22,448,00000010101001000100001,23,6,17,5,0.2608695652173913,6,6,2.8333,0000001010100100,0101001000100001
449,115,9232,10010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,116,42,74,41,0.3620689655172414,41,5,1.8049,1001001000101010,1010100000100001
450,53,4372,010010010101010101010010000100010001000101001000100001,54,18,36,17,0.3333333333333333,18,4,2.0000,0100100101010101,0101001000100001
451,53,4372,101000010101010101010010000100010001000101001000100001,54,18,36,17,0.3333333333333333,17,4,2.1176,1010000101010101,0101001000100001
452,14,452,001001000000001,15,3,12,2,0.2,3,8,4.0000,001001000000001,001001000000001
453,14,1360,100001000000001,15,3,12,2,0.2,2,8,6.0000,100001000000001,100001000000001
454,14,1024,010100000000001,15,3,12,2,0.2,3,10,4.0000,010100000000001,010100000000001
455,40,3076,10101001001001001000010001010100000100001,41,13,28,12,0.3170731707317073,12,5,2.3333,1010100100100100,1010100000100001
456,35,456,000100101001001000010101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0001001010010010,0101001000100001
457,128,9232,100101010000100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,46,5,1.7826,1001010100001001,1010100000100001
458,35,688,010000101001001000010101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0100001010010010,0101001000100001
459,128,9232,101001000010010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,46,5,1.7826,1010010000100100,1010100000100001
460,35,520,001010001001001000010101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0010100010010010,0101001000100001
461,35,1384,100010001001001000010101001000100001,36,11,25,10,0.3055555555555556,10,4,2.5000,1000100010010010,0101001000100001
462,128,9232,010101001010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,47,6,1.7447,0101010010101001,1010100000100001
463,128,9232,101010100010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,46,6,1.7826,1010101000101001,1010100000100001
464,22,464,00001000101001000100001,23,6,17,5,0.2608695652173913,6,4,2.8333,0000100010100100,0101001000100001
465,35,1396,100100010100001000010101001000100001,36,11,25,10,0.3055555555555556,10,4,2.5000,1001000101000010,0101001000100001
466,84,9232,0100101010100100010101001010010101010101000101010100001001001000010001010100000100001,85,30,55,29,0.35294117647058826,30,5,1.8333,0100101010100100,1010100000100001
467,84,9232,1010001010100100010101001010010101010101000101010100001001001000010001010100000100001,85,30,55,29,0.35294117647058826,29,5,1.8966,1010001010100100,1010100000100001
468,22,468,00100000101001000100001,23,6,17,5,0.2608695652173913,6,5,2.8333,0010000010100100,0101001000100001
469,22,1408,10000000101001000100001,23,6,17,5,0.2608695652173913,5,7,3.4000,1000000010100100,0101001000100001
470,128,9232,010100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,47,5,1.7447,0101001001010100,1010100000100001
471,128,9232,101010000101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,129,47,82,46,0.3643410852713178,46,5,1.7826,1010100001010100,1010100000100001
472,35,472,000101001010000101000101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0001010010100001,0101001000100001
473,35,1600,100101000000100101000101001000100001,36,11,25,10,0.3055555555555556,10,6,2.5000,1001010000001001,0101001000100001
474,35,712,010001001010000101000101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0100010010100001,0101001000100001
475,27,3616,1010010101000001001000000001,28,8,20,7,0.2857142857142857,7,8,2.8571,1010010101000001,0001001000000001
476,35,808,001010100010000101000101001000100001,36,11,25,10,0.3055555555555556,11,4,2.2727,0010101000100001,0101001000100001
477,35,1432,100010100010000101000101001000100001,36,11,25,10,0.3055555555555556,10,4,2.5000,1000101000100001,0101001000100001
478,53,9232,010101010010101010100001001001000010001010100000100001,54,18,36,17,0.3333333333333333,18,5,2.0000,0101010100101010,1010100000100001
479,53,9232,101010101000101010100001001001000010001010100000100001,54,18,36,17,0.3333333333333333,17,5,2.1176,1010101010001010,1010100000100001
480,22,480,00000101010100000100001,23,6,17,5,0.2608695652173913,6,5,2.8333,0000010101010000,1010100000100001
481,48,2752,1001001010101000000101001001000010101001000100001,49,16,33,15,0.32653061224489793,15,6,2.2000,1001001010101000,0101001000100001
482,22,724,01001000001001000100001,23,6,17,5,0.2608695652173913,6,5,2.8333,0100100000100100,0001001000100001
483,22,2176,10100000001001000100001,23,6,17,5,0.2608695652173913,5,7,3.4000,1010000000100100,0001001000100001
484,97,9232,00100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,98,35,63,34,0.35714285714285715,35,5,1.8000,0010010100101010,1010100000100001
485,97,9232,10000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,98,35,63,34,0.35714285714285715,34,5,1.8529,1000010100101010,1010100000100001
486,97,9232,01010001001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,98,35,63,34,0.35714285714285715,35,5,1.8000,0101000100101010,1010100000100001
487,141,9232,1010100101010001010100010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,142,52,90,51,0.36619718309859156,51,6,1.7647,1010100101010001,1010100000100001
488,22,488,00010001010100000100001,23,6,17,5,0.2608695652173913,6,5,2.8333,0001000101010000,1010100000100001
489,48,4192,1001010101001010000010100001000010101001000100001,49,16,33,15,0.32653061224489793,15,5,2.2000,1001010101001010,0101001000100001
490,22,736,01000001010100000100001,23,6,17,5,0.2608695652173913,6,5,2.8333,0100000101010000,1010100000100001
491,141,9232,1010010010101010100101001001000001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,142,52,90,51,0.36619718309859156,51,5,1.7647,1010010010101010,1010100000100001
492,48,628,0010100101001000101001010000101000101001000100001,49,16,33,15,0.32653061224489793,16,4,2.0625,0010100101001000,0101001000100001
493,48,1480,1000100101001000101001010000101000101001000100001,49,16,33,15,0.32653061224489793,15,4,2.2000,1000100101001000,0101001000100001
494,48,1672,0101010001001000101001010000101000101001000100001,49,16,33,15,0.32653061224489793,16,4,2.0625,0101010001001000,0101001000100001
495,97,14308,10101010010101001010100100101001010010000100010101010010101010100001001001000010001010100000100001,98,35,63,34,0.35714285714285715,34,5,1.8529,1010101001010100,1010100000100001
496,110,9232,000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,111,40,71,39,0.36036036036036034,40,5,1.7750,0000101010101001,1010100000100001
497,22,1492,10010000010100000100001,23,6,17,5,0.2608695652173913,5,5,3.4000,1001000001010000,0010100000100001
498,48,952,0100101001010001010100010000101000101001000100001,49,16,33,15,0.32653061224489793,16,4,2.0625,0100101001010001,0101001000100001
499,48,2248,1010001001010001010100010000101000101001000100001,49,16,33,15,0.32653061224489793,15,4,2.2000,1010001001010001,0101001000100001
500,110,9232,001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,111,40,71,39,0.36036036036036034,40,5,1.7750,0010001010101001,1010100000100001
501,110,9232,100000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,111,40,71,39,0.36036036036036034,39,5,1.8205,1000001010101001,1010100000100001
502,66,9232,0101001010010101010101000101010100001001001000010001010100000100001,67,23,44,22,0.34328358208955223,23,5,1.9130,0101001010010101,1010100000100001
503,66,9232,1010100010010101010101000101010100001001001000010001010100000100001,67,23,44,22,0.34328358208955223,22,5,2.0000,1010100010010101,1010100000100001
504,110,9232,000101010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,111,40,71,39,0.36036036036036034,40,5,1.7750,0001010101010100,1010100000100001
505,61,2752,10010100101001001001010101000000101001001000010101001000100001,62,21,41,20,0.3387096774193548,20,6,2.0500,1001010010100100,0101001000100001
506,110,9232,010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,111,40,71,39,0.36036036036036034,40,5,1.7750,0100010101010100,1010100000100001
507,35,2896,101001010010100001000001001000100001,36,11,25,10,0.3055555555555556,10,5,2.5000,1010010100101000,0001001000100001
508,48,4372,0010101010101010010000100010001000101001000100001,49,16,33,15,0.32653061224489793,16,4,2.0625,0010101010101010,0101001000100001
509,48,4372,1000101010101010010000100010001000101001000100001,49,16,33,15,0.32653061224489793,15,4,2.2000,1000101010101010,0101001000100001
510,48,13120,0101010101010101000000100010001000101001000100001,49,16,33,15,0.32653061224489793,16,6,2.0625,0101010101010101,0101001000100001
511,61,39364,10101010101010101001001000000010001001001000010101001000100001,62,21,41,20,0.3387096774193548,20,7,2.0500,1010101010101010,0101001000100001
512,9,512,0000000001,10,1,9,0,0.1,1,9,9.0000,0000000001,0000000001
513,35,1540,100100100100101000001010100000100001,36,11,25,10,0.3055555555555556,10,5,2.5000,1001001001001010,1010100000100001
514,123,9232,0100100100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,45,5,1.7556,0100100100100010,1010100000100001
515,123,9232,1010000100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,44,5,1.7955,1010000100100010,1010100000100001
516,123,9232,0010010010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,45,5,1.7556,0010010010010101,1010100000100001
517,123,9232,1000010010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,44,5,1.7955,1000010010010101,1010100000100001
518,123,9232,0101000010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,45,5,1.7556,0101000010010101,1010100000100001
519,61,3508,10101001000100101010001001000101001010000101000101001000100001,62,21,41,20,0.3387096774193548,20,4,2.0500,1010100100010010,0101001000100001
520,30,520,0001001001000010101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0001001001000010,0101001000100001
521,123,9232,1001010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,44,6,1.7955,1001010100100000,1010100000100001
522,30,784,0100001001000010101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0100001001000010,0101001000100001
523,123,9232,1010010001000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,44,5,1.7955,1010010001000101,1010100000100001
524,30,592,0010100001000010101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0010100001000010,0101001000100001
525,30,1576,1000100001000010101001000100001,31,9,22,8,0.2903225806451613,8,4,2.7500,1000100001000010,0101001000100001
526,79,9232,01010100100010101001010010101010101000101010100001001001000010001010100000100001,80,28,52,27,0.35,28,5,1.8571,0101010010001010,1010100000100001
527,79,9232,10101010000010101001010010101010101000101010100001001001000010001010100000100001,80,28,52,27,0.35,27,5,1.9259,1010101000001010,1010100000100001
528,30,528,0000100100101000101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0000100100101000,0101001000100001
529,30,1588,1001000100000010101001000100001,31,9,22,8,0.2903225806451613,8,6,2.7500,1001000100000010,0101001000100001
530,123,9232,0100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,45,5,1.7556,0100101010010010,1010100000100001
531,123,9232,1010001010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,124,45,79,44,0.3629032258064516,44,5,1.7955,1010001010010010,1010100000100001
532,30,532,0010000100101000101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0010000100101000,0101001000100001
533,30,1600,1000000100101000101001000100001,31,9,22,8,0.2903225806451613,8,6,2.7500,1000000100101000,0101001000100001
534,22,1204,01010010001001000000001,23,6,17,5,0.2608695652173913,6,8,2.8333,0101001000100100,0001001000000001
535,22,3616,10101000001001000000001,23,6,17,5,0.2608695652173913,5,8,3.4000,1010100000100100,0001001000000001
536,30,536,0001010000101000101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0001010000101000,0101001000100001
537,22,1816,10010100010100000000001,23,6,17,5,0.2608695652173913,5,10,3.4000,1001010001010000,0010100000000001
538,30,808,0100010000101000101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0100010000101000,0101001000100001
539,48,9232,1010010101010100001001001000010001010100000100001,49,16,33,15,0.32653061224489793,15,5,2.2000,1010010101010100,1010100000100001
540,43,916,00101010010000101001001000010101001000100001,44,14,30,13,0.3181818181818182,14,4,2.1429,0010101001000010,0101001000100001
541,43,1624,10001010010000101001001000010101001000100001,44,14,30,13,0.3181818181818182,13,4,2.3077,1000101001000010,0101001000100001
542,43,2752,01010101000000101001001000010101001000100001,44,14,30,13,0.3181818181818182,14,6,2.1429,0101010100000010,0101001000100001
543,136,9232,10101010100100100010000100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,137,50,87,49,0.36496350364963503,49,5,1.7755,1010101010010010,1010100000100001
544,17,544,000001001000100001,18,4,14,3,0.2222222222222222,4,5,3.5000,0000010010001000,0001001000100001
545,43,1636,10010010100010001001001000010101001000100001,44,14,30,13,0.3181818181818182,13,4,2.3077,1001001010001000,0101001000100001
546,30,820,0100100010001000101001000100001,31,9,22,8,0.2903225806451613,9,4,2.4444,0100100010001000,0101001000100001
547,30,2464,1010000010001000101001000100001,31,9,22,8,0.2903225806451613,8,5,2.7500,1010000010001000,0101001000100001
548,92,9232,001001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,93,33,60,32,0.3548387096774194,33,5,1.8182,0010010101001010,1010100000100001
549,92,9232,100001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,93,33,60,32,0.3548387096774194,32,5,1.8750,1000010101001010,1010100000100001
550,92,9232,010100010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,93,33,60,32,0.3548387096774194,33,5,1.8182,0101000101001010,1010100000100001
551,43,4192,10101001010000010100001000010101001000100001,44,14,30,13,0.3181818181818182,13,5,2.3077,1010100101000001,0101001000100001
552,17,552,000100001000100001,18,4,14,3,0.2222222222222222,4,4,3.5000,0001000010001000,0100001000100001
553,136,9232,10010101010100101001001000001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,137,50,87,49,0.36496350364963503,49,5,1.7755,1001010101010010,1010100000100001
554,17,832,010000001000100001,18,4,14,3,0.2222222222222222,4,6,3.5000,0100000010001000,0000001000100001
555,30,2500,1010010010000000101001000100001,31,9,22,8,0.2903225806451613,8,7,2.7500,1010010010000000,0101001000100001
556,43,628,00101001000101001010000101000101001000100001,44,14,30,13,0.3181818181818182,14,4,2.1429,0010100100010100,0101001000100001
557,43,1672,10001001000101001010000101000101001000100001,44,14,30,13,0.3181818181818182,13,4,2.3077,1000100100010100,0101001000100001
558,43,1888,01010100000101001010000101000101001000100001,44,14,30,13,0.3181818181818182,14,5,2.1429,0101010000010100,0101001000100001
559,87,8080,1010101001001010100101000010010100101001001001010101000000101001001000010101001000100001,88,31,57,30,0.3522727272727273,30,6,1.9000,1010101001001010,0101001000100001
560,17,560,000010100000100001,18,4,14,3,0.2222222222222222,4,5,3.5000,0000101000001000,0010100000100001
561,43,1684,10010000101010100010000101000101001000100001,44,14,30,13,0.3181818181818182,13,4,2.3077,1001000010101010,0101001000100001
562,43,952,01001010001010100010000101000101001000100001,44,14,30,13,0.3181818181818182,14,4,2.1429,0100101000101010,0101001000100001
563,43,2536,10100010001010100010000101000101001000100001,44,14,30,13,0.3181818181818182,13,4,2.3077,1010001000101010,0101001000100001
564,17,564,001000100000100001,18,4,14,3,0.2222222222222222,4,5,3.5000,0010001000001000,1000100000100001
565,17,1696,100000100000100001,18,4,14,3,0.2222222222222222,3,5,4.6667,1000001000001000,0000100000100001
566,61,9232,01010010101010101000101010100001001001000010001010100000100001,62,21,41,20,0.3387096774193548,21,5,1.9524,0101001010101010,1010100000100001
567,61,9232,10101000101010101000101010100001001001000010001010100000100001,62,21,41,20,0.3387096774193548,20,5,2.0500,1010100010101010,1010100000100001
568,105,9232,0001010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,106,38,68,37,0.3584905660377358,38,5,1.7895,0001010100100101,1010100000100001
569,56,2752,100101001001001010101000000101001001000010101001000100001,57,19,38,18,0.3333333333333333,18,6,2.1111,1001010010010010,0101001000100001
570,105,9232,0100010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,106,38,68,37,0.3584905660377358,38,5,1.7895,0100010100100101,1010100000100001
571,30,2896,1010010100001000001001000100001,31,9,22,8,0.2903225806451613,8,5,2.7500,1010010100001000,0001001000100001
572,105,9232,0010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,106,38,68,37,0.3584905660377358,38,5,1.7895,0010101010000101,1010100000100001
573,105,9232,1000101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,106,38,68,37,0.3584905660377358,37,5,1.8378,1000101010000101,1010100000100001
574,43,4372,01010101010010000100010001000101001000100001,44,14,30,13,0.3181818181818182,14,4,2.1429,0101010101001000,0101001000100001
575,43,13120,10101010101000000100010001000101001000100001,44,14,30,13,0.3181818181818182,13,6,2.3077,1010101010100000,0101001000100001
576,25,576,00000010010101001000100001,26,7,19,6,0.2692307692307692,7,6,2.7143,0000001001010100,0101001000100001
577,30,1732,1001001000010001010100000100001,31,9,22,8,0.2903225806451613,8,5,2.7500,1001001000010001,1010100000100001
578,30,868,0100100101000001010100000100001,31,9,22,8,0.2903225806451613,9,5,2.4444,0100100101000001,1010100000100001
579,30,2608,1010000101000001010100000100001,31,9,22,8,0.2903225806451613,8,5,2.7500,1010000101000001,1010100000100001
580,118,9232,00100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0010010001001010,1010100000100001
581,118,9232,10000100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,42,5,1.8095,1000010001001010,1010100000100001
582,118,9232,01010000010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0101000001001010,1010100000100001
583,30,3940,1010100100101000000001000100001,31,9,22,8,0.2903225806451613,8,8,2.7500,1010100100101000,0000001000100001
584,118,9232,00010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0001001010100010,1010100000100001
585,56,2968,100101010001010001001000101001010000101000101001000100001,57,19,38,18,0.3333333333333333,18,4,2.1111,1001010100010100,0101001000100001
586,118,9232,01000010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0100001010100010,1010100000100001
587,118,9232,10100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,42,6,1.8095,1010010000001010,1010100000100001
588,118,9232,00101000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0010100010100010,1010100000100001
589,118,9232,10001000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,42,5,1.8095,1000100010100010,1010100000100001
590,56,2248,010101001010001001010001010100010000101000101001000100001,57,19,38,18,0.3333333333333333,19,4,2.0000,0101010010100010,0101001000100001
591,56,5992,101010100010001001010001010100010000101000101001000100001,57,19,38,18,0.3333333333333333,18,4,2.1111,1010101000100010,0101001000100001
592,25,592,00001000010101001000100001,26,7,19,6,0.2692307692307692,7,4,2.7143,0000100001010100,0101001000100001
593,74,9232,100100010101001010010101010101000101010100001001001000010001010100000100001,75,26,49,25,0.3466666666666667,25,5,1.9600,1001000101010010,1010100000100001
594,74,9232,010010101010100010010101010101000101010100001001001000010001010100000100001,75,26,49,25,0.3466666666666667,26,5,1.8846,0100101010101000,1010100000100001
595,74,9232,101000101010100010010101010101000101010100001001001000010001010100000100001,75,26,49,25,0.3466666666666667,25,5,1.9600,1010001010101000,1010100000100001
596,25,596,00100000010101001000100001,26,7,19,6,0.2692307692307692,7,6,2.7143,0010000001010100,0101001000100001
597,25,1792,10000000010101001000100001,26,7,19,6,0.2692307692307692,6,8,3.1667,1000000001010100,0101001000100001
598,118,9232,01010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,43,5,1.7674,0101001001000101,1010100000100001
599,118,9232,10101000010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,119,43,76,42,0.36134453781512604,42,5,1.8095,1010100001000101,1010100000100001
600,17,600,000101001000000001,18,4,14,3,0.2222222222222222,4,8,3.5000,0001010010000000,0101001000000001
601,56,4372,100101000010101010101010010000100010001000101001000100001,57,19,38,18,0.3333333333333333,18,4,2.1111,1001010000101010,0101001000100001
602,17,904,010001001000000001,18,4,14,3,0.2222222222222222,4,8,3.5000,0100010010000000,0001001000000001
603,69,5812,1010010101001010010100100010010010100010001001001000010101001000100001,70,24,46,23,0.34285714285714286,23,4,2.0000,1010010101001010,0101001000100001
604,17,1024,001010100000000001,18,4,14,3,0.2222222222222222,4,10,3.5000,0010101000000000,1010100000000001
605,17,1816,100010100000000001,18,4,14,3,0.2222222222222222,3,10,4.6667,1000101000000000,0010100000000001
606,43,3076,01010101001001001001000010001010100000100001,44,14,30,13,0.3181818181818182,14,5,2.1429,0101010100100100,1010100000100001
607,43,9232,10101010100001001001000010001010100000100001,44,14,30,13,0.3181818181818182,13,5,2.3077,1010101010000100,1010100000100001
608,25,608,00000101000101001000100001,26,7,19,6,0.2692307692307692,7,5,2.7143,0000010100010100,0101001000100001
609,131,9232,100100101010000100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,47,5,1.7872,1001001010100001,1010100000100001
610,38,916,010010000101001001000010101001000100001,39,12,27,11,0.3076923076923077,12,4,2.2500,0100100001010010,0101001000100001
611,38,2752,101000000101001001000010101001000100001,39,12,27,11,0.3076923076923077,11,6,2.4545,1010000001010010,0101001000100001
612,38,612,001001010001001001000010101001000100001,39,12,27,11,0.3076923076923077,12,4,2.2500,0010010100010010,0101001000100001
613,38,1840,100001010001001001000010101001000100001,39,12,27,11,0.3076923076923077,11,4,2.4545,1000010100010010,0101001000100001
614,38,1384,010100010001001001000010101001000100001,39,12,27,11,0.3076923076923077,12,4,2.2500,0101000100010010,0101001000100001
615,69,10528,1010100101010100000100101010001001000101001010000101000101001000100001,70,24,46,23,0.34285714285714286,23,5,2.0000,1010100101010100,0101001000100001
616,25,616,00010001000101001000100001,26,7,19,6,0.2692307692307692,7,4,2.7143,0001000100010100,0101001000100001
617,131,9232,100101010100010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,47,6,1.7872,1001010101000101,1010100000100001
618,25,928,01000001000101001000100001,26,7,19,6,0.2692307692307692,7,5,2.7143,0100000100010100,0101001000100001
619,131,9232,101001001010010001000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,47,5,1.7872,1010010010100100,1010100000100001
620,87,9232,0010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,88,31,57,30,0.3522727272727273,31,5,1.8387,0010100101010100,1010100000100001
621,87,9232,1000100101010100100010101001010010101010101000101010100001001001000010001010100000100001,88,31,57,30,0.3522727272727273,30,5,1.9000,1000100101010100,1010100000100001
622,87,9232,0101010001010100100010101001010010101010101000101010100001001001000010001010100000100001,88,31,57,30,0.3522727272727273,31,5,1.8387,0101010001010100,1010100000100001
623,131,9232,101010100101001001000001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,47,5,1.7872,1010101001010010,1010100000100001
624,38,624,000010101001010000101000101001000100001,39,12,27,11,0.3076923076923077,12,4,2.2500,0000101010010100,0101001000100001
625,25,1876,10010000000101001000100001,26,7,19,6,0.2692307692307692,6,7,3.1667,1001000000010100,0101001000100001
626,131,9232,010010100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,48,5,1.7500,0100101001001010,1010100000100001
627,131,9232,101000100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,132,48,84,47,0.36363636363636365,47,5,1.7872,1010001001001010,1010100000100001
628,38,628,001000101001010000101000101001000100001,39,12,27,11,0.3076923076923077,12,4,2.2500,0010001010010100,0101001000100001
