start,steps_to_1,maximum,parity_word,parity_length,odd_count,even_count,odd_transition_count,odd_ratio,zero_run_count,max_zero_run,mean_zero_run,first_16_bits,last_16_bits
221,114,9232,1000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,115,42,73,41,0.3652173913043478,41,5,1.7805,1000101000101010,1010100000100001
222,70,9232,01010101001010010101010101000101010100001001001000010001010100000100001,71,25,46,24,0.352112676056338,25,5,1.8400,0101010100101001,1010100000100001
223,70,9232,10101010100010010101010101000101010100001001001000010001010100000100001,71,25,46,24,0.352112676056338,24,5,1.9167,1010101010001001,1010100000100001
224,21,224,0000010101001000100001,22,6,16,5,0.2727272727272727,6,5,2.6667,0000010101001000,0101001000100001
225,52,4372,10010010101010101010010000100010001000101001000100001,53,18,35,17,0.33962264150943394,17,4,2.0588,1001001010101010,0101001000100001
226,13,340,01001000000001,14,3,11,2,0.21428571428571427,3,8,3.6667,01001000000001,01001000000001
227,13,1024,10100000000001,14,3,11,2,0.21428571428571427,2,10,5.5000,10100000000001,10100000000001
228,34,228,00100101001001000010101001000100001,35,11,24,10,0.3142857142857143,11,4,2.1818,0010010100100100,0101001000100001
229,34,688,10000101001001000010101001000100001,35,11,24,10,0.3142857142857143,10,4,2.4000,1000010100100100,0101001000100001
230,34,520,01010001001001000010101001000100001,35,11,24,10,0.3142857142857143,11,4,2.1818,0101000100100100,0101001000100001
231,127,9232,10101001010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,128,47,81,46,0.3671875,46,6,1.7609,1010100101010010,1010100000100001
232,21,232,0001000101001000100001,22,6,16,5,0.2727272727272727,6,4,2.6667,0001000101001000,0101001000100001
233,83,9232,100101010100100010101001010010101010101000101010100001001001000010001010100000100001,84,30,54,29,0.35714285714285715,29,5,1.8621,1001010101001000,1010100000100001
234,21,352,0100000101001000100001,22,6,16,5,0.2727272727272727,6,5,2.6667,0100000101001000,0101001000100001
235,127,9232,10100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,128,47,81,46,0.3671875,46,5,1.7609,1010010010101001,1010100000100001
236,34,304,00101001010000101000101001000100001,35,11,24,10,0.3142857142857143,11,4,2.1818,0010100101000010,0101001000100001
237,34,712,10001001010000101000101001000100001,35,11,24,10,0.3142857142857143,10,4,2.4000,1000100101000010,0101001000100001
238,34,808,01010100010000101000101001000100001,35,11,24,10,0.3142857142857143,11,4,2.1818,0101010001000010,0101001000100001
239,52,9232,10101010010101010100001001001000010001010100000100001,53,18,35,17,0.33962264150943394,17,5,2.0588,1010101001010101,1010100000100001
240,21,240,0000101010100000100001,22,6,16,5,0.2727272727272727,6,5,2.6667,0000101010100000,1010100000100001
241,21,724,1001000001001000100001,22,6,16,5,0.2727272727272727,5,5,3.2000,1001000001001000,0001001000100001
242,96,9232,0100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,97,35,62,34,0.36082474226804123,35,5,1.7714,0100101001010100,1010100000100001
243,96,9232,1010001001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,97,35,62,34,0.36082474226804123,34,5,1.8235,1010001001010100,1010100000100001
244,21,244,0010001010100000100001,22,6,16,5,0.2727272727272727,6,5,2.6667,0010001010100000,1010100000100001
245,21,736,1000001010100000100001,22,6,16,5,0.2727272727272727,5,5,3.2000,1000001010100000,1010100000100001
246,47,628,010100101001000101001010000101000101001000100001,48,16,32,15,0.3333333333333333,16,4,2.0000,0101001010010001,0101001000100001
247,47,1672,101010001001000101001010000101000101001000100001,48,16,32,15,0.3333333333333333,15,4,2.1333,1010100010010001,0101001000100001
248,109,9232,00010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,110,40,70,39,0.36363636363636365,40,5,1.7500,0001010101010010,1010100000100001
249,47,952,100101001010001010100010000101000101001000100001,48,16,32,15,0.3333333333333333,15,4,2.1333,1001010010100010,0101001000100001
250,109,9232,01000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,110,40,70,39,0.36363636363636365,40,5,1.7500,0100010101010010,1010100000100001
251,65,9232,101001010010101010101000101010100001001001000010001010100000100001,66,23,43,22,0.3484848484848485,22,5,1.9545,1010010100101010,1010100000100001
252,109,9232,00101010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,110,40,70,39,0.36363636363636365,40,5,1.7500,0010101010101000,1010100000100001
253,109,9232,10001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,110,40,70,39,0.36363636363636365,39,5,1.7949,1000101010101000,1010100000100001
254,47,4372,010101010101010010000100010001000101001000100001,48,16,32,15,0.3333333333333333,16,4,2.0000,0101010101010100,0101001000100001
255,47,13120,101010101010101000000100010001000101001000100001,48,16,32,15,0.3333333333333333,15,6,2.1333,1010101010101010,0101001000100001
256,8,256,000000001,9,1,8,0,0.1111111111111111,1,8,8.0000,000000001,000000001
257,122,9232,100100100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,123,45,78,44,0.36585365853658536,44,5,1.7727,1001001001000100,1010100000100001
258,122,9232,010010010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,123,45,78,44,0.36585365853658536,45,5,1.7333,0100100100101010,1010100000100001
259,122,9232,101000010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,123,45,78,44,0.36585365853658536,44,5,1.7727,1010000100101010,1010100000100001
260,29,260,001001001000010101001000100001,30,9,21,8,0.3,9,4,2.3333,0010010010000101,0101001000100001
261,29,784,100001001000010101001000100001,30,9,21,8,0.3,8,4,2.6250,1000010010000101,0101001000100001
262,29,592,010100001000010101001000100001,30,9,21,8,0.3,9,4,2.3333,0101000010000101,0101001000100001
263,78,9232,1010100100010101001010010101010101000101010100001001001000010001010100000100001,79,28,51,27,0.35443037974683544,27,5,1.8889,1010100100010101,1010100000100001
264,29,264,000100100101000101001000100001,30,9,21,8,0.3,9,4,2.3333,0001001001010001,0101001000100001
265,122,9232,100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,123,45,78,44,0.36585365853658536,44,5,1.7727,1001010100100100,1010100000100001
266,29,400,010000100101000101001000100001,30,9,21,8,0.3,9,4,2.3333,0100001001010001,0101001000100001
267,21,1204,1010010001001000000001,22,6,16,5,0.2727272727272727,5,8,3.2000,1010010001001000,0001001000000001
268,29,304,001010000101000101001000100001,30,9,21,8,0.3,9,4,2.3333,0010100001010001,0101001000100001
269,29,808,100010000101000101001000100001,30,9,21,8,0.3,8,4,2.6250,1000100001010001,0101001000100001
270,42,916,0101010010000101001001000010101001000100001,43,14,29,13,0.32558139534883723,14,4,2.0714,0101010010000101,0101001000100001
271,42,2752,1010101000000101001001000010101001000100001,43,14,29,13,0.32558139534883723,13,6,2.2308,1010101000000101,0101001000100001
272,16,272,00001001000100001,17,4,13,3,0.23529411764705882,4,4,3.2500,0000100100010000,0001001000100001
273,29,820,100100010001000101001000100001,30,9,21,8,0.3,8,4,2.6250,1001000100010001,0101001000100001
274,91,9232,01001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,92,33,59,32,0.358695652173913,33,5,1.7879,0100101010010101,1010100000100001
275,91,9232,10100010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,92,33,59,32,0.358695652173913,32,5,1.8438,1010001010010101,1010100000100001
276,16,276,00100001000100001,17,4,13,3,0.23529411764705882,4,4,3.2500,0010000100010000,0100001000100001
277,16,832,10000001000100001,17,4,13,3,0.23529411764705882,3,6,4.3333,1000000100010000,0000001000100001
278,42,628,0101001000101001010000101000101001000100001,43,14,29,13,0.32558139534883723,14,4,2.0714,0101001000101001,0101001000100001
279,42,1888,1010100000101001010000101000101001000100001,43,14,29,13,0.32558139534883723,13,5,2.2308,1010100000101001,0101001000100001
280,16,280,00010100000100001,17,4,13,3,0.23529411764705882,4,5,3.2500,0001010000010000,0010100000100001
281,42,952,1001010001010100010000101000101001000100001,43,14,29,13,0.32558139534883723,13,4,2.2308,1001010001010100,0101001000100001
282,16,424,01000100000100001,17,4,13,3,0.23529411764705882,4,5,3.2500,0100010000010000,1000100000100001
283,60,9232,1010010101010101000101010100001001001000010001010100000100001,61,21,40,20,0.3442622950819672,20,5,2.0000,1010010101010101,1010100000100001
284,104,9232,001010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,105,38,67,37,0.3619047619047619,38,5,1.7632,0010101001001010,1010100000100001
285,104,9232,100010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,105,38,67,37,0.3619047619047619,37,5,1.8108,1000101001001010,1010100000100001
286,104,9232,010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,105,38,67,37,0.3619047619047619,38,5,1.7632,0101010100001010,1010100000100001
287,42,4372,1010101010010000100010001000101001000100001,43,14,29,13,0.32558139534883723,13,4,2.2308,1010101010010000,0101001000100001
288,24,288,0000010010101001000100001,25,7,18,6,0.28,7,5,2.5714,0000010010101001,0101001000100001
289,29,868,100100101000001010100000100001,30,9,21,8,0.3,8,5,2.6250,1001001010000010,1010100000100001
290,117,9232,0100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,43,5,1.7442,0100100010010101,1010100000100001
291,117,9232,1010000010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,42,5,1.7857,1010000010010101,1010100000100001
292,117,9232,0010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,43,5,1.7442,0010010101000101,1010100000100001
293,117,9232,1000010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,42,5,1.7857,1000010101000101,1010100000100001
294,117,9232,0101000101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,43,5,1.7442,0101000101000101,1010100000100001
295,55,2248,10101001010001001010001010100010000101000101001000100001,56,19,37,18,0.3392857142857143,18,4,2.0556,1010100101000100,0101001000100001
296,24,296,0001000010101001000100001,25,7,18,6,0.28,7,4,2.5714,0001000010101001,0101001000100001
297,73,9232,10010101010100010010101010101000101010100001001001000010001010100000100001,74,26,48,25,0.35135135135135137,25,5,1.9200,1001010101010001,1010100000100001
298,24,448,0100000010101001000100001,25,7,18,6,0.28,7,6,2.5714,0100000010101001,0101001000100001
299,117,9232,1010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,118,43,75,42,0.3644067796610169,42,5,1.7857,1010010010001010,1010100000100001
300,16,340,00101001000000001,17,4,13,3,0.23529411764705882,4,8,3.2500,0010100100000000,0101001000000001
301,16,904,10001001000000001,17,4,13,3,0.23529411764705882,3,8,4.3333,1000100100000000,0001001000000001
302,16,1024,01010100000000001,17,4,13,3,0.23529411764705882,4,10,3.2500,0101010000000000,1010100000000001
303,42,3076,1010101001001001001000010001010100000100001,43,14,29,13,0.32558139534883723,13,5,2.2308,1010101001001001,1010100000100001
304,24,304,0000101000101001000100001,25,7,18,6,0.28,7,4,2.5714,0000101000101001,0101001000100001
305,37,916,10010000101001001000010101001000100001,38,12,26,11,0.3157894736842105,11,4,2.3636,1001000010100100,0101001000100001
306,37,520,01001010001001001000010101001000100001,38,12,26,11,0.3157894736842105,12,4,2.1667,0100101000100100,0101001000100001
307,37,1384,10100010001001001000010101001000100001,38,12,26,11,0.3157894736842105,11,4,2.3636,1010001000100100,0101001000100001
308,24,308,0010001000101001000100001,25,7,18,6,0.28,7,4,2.5714,0010001000101001,0101001000100001
309,24,928,1000001000101001000100001,25,7,18,6,0.28,6,5,3.0000,1000001000101001,0101001000100001
310,86,9232,010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,87,31,56,30,0.3563218390804598,31,5,1.8065,0101001010101001,1010100000100001
311,86,9232,101010001010100100010101001010010101010101000101010100001001001000010001010100000100001,87,31,56,30,0.3563218390804598,30,5,1.8667,1010100010101001,1010100000100001
312,37,312,00010101001010000101000101001000100001,38,12,26,11,0.3157894736842105,12,4,2.1667,0001010100101000,0101001000100001
313,130,9232,10010100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,131,48,83,47,0.366412213740458,47,5,1.7660,1001010010010101,1010100000100001
314,37,472,01000101001010000101000101001000100001,38,12,26,11,0.3157894736842105,12,4,2.1667,0100010100101000,0101001000100001
315,37,1600,10100101000000100101000101001000100001,38,12,26,11,0.3157894736842105,11,6,2.3636,1010010100000010,0101001000100001
316,37,808,00101010100010000101000101001000100001,38,12,26,11,0.3157894736842105,12,4,2.1667,0010101010001000,0101001000100001
317,37,952,10001010100010000101000101001000100001,38,12,26,11,0.3157894736842105,11,4,2.3636,1000101010001000,0101001000100001
318,55,9232,01010101010010101010100001001001000010001010100000100001,56,19,37,18,0.3392857142857143,19,5,1.9474,0101010101001010,1010100000100001
319,55,9232,10101010101000101010100001001001000010001010100000100001,56,19,37,18,0.3392857142857143,18,5,2.0556,1010101010100010,1010100000100001
320,11,320,000000100001,12,2,10,1,0.16666666666666666,2,6,5.0000,000000100001,000000100001
321,24,964,1001001000001001000100001,25,7,18,6,0.28,6,5,3.0000,1001001000001001,0001001000100001
322,99,9232,0100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,100,36,64,35,0.36,36,5,1.7778,0100100101001010,1010100000100001
323,99,9232,1010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,100,36,64,35,0.36,35,5,1.8286,1010000101001010,1010100000100001
324,24,324,0010010001010100000100001,25,7,18,6,0.28,7,5,2.5714,0010010001010100,1010100000100001
325,24,976,1000010001010100000100001,25,7,18,6,0.28,6,5,3.0000,1000010001010100,1010100000100001
326,24,736,0101000001010100000100001,25,7,18,6,0.28,7,5,2.5714,0101000001010100,1010100000100001
327,143,9232,101010010010101010100101001001000001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,144,53,91,52,0.3680555555555556,52,5,1.7500,1010100100101010,1010100000100001
328,112,9232,00010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,113,41,72,40,0.36283185840707965,41,5,1.7561,0001001010101010,1010100000100001
329,50,1672,100101010001001000101001010000101000101001000100001,51,17,34,16,0.3333333333333333,16,4,2.1250,1001010100010010,0101001000100001
330,112,9232,01000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,113,41,72,40,0.36283185840707965,41,5,1.7561,0100001010101010,1010100000100001
331,24,1492,1010010000010100000100001,25,7,18,6,0.28,6,5,3.0000,1010010000010100,0010100000100001
332,112,9232,00101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,113,41,72,40,0.36283185840707965,41,5,1.7561,0010100010101010,1010100000100001
333,112,9232,10001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,113,41,72,40,0.36283185840707965,40,5,1.8000,1000100010101010,1010100000100001
334,68,9232,010101001010010101010101000101010100001001001000010001010100000100001,69,24,45,23,0.34782608695652173,24,5,1.8750,0101010010100101,1010100000100001
335,68,9232,101010100010010101010101000101010100001001001000010001010100000100001,69,24,45,23,0.34782608695652173,23,5,1.9565,1010101000100101,1010100000100001
336,11,336,000010000001,12,2,10,1,0.16666666666666666,2,6,5.0000,000010000001,000010000001
337,112,9232,10010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,113,41,72,40,0.36283185840707965,40,5,1.8000,1001000101010101,1010100000100001
338,50,4372,010010101010101010010000100010001000101001000100001,51,17,34,16,0.3333333333333333,17,4,2.0000,0100101010101010,0101001000100001
339,50,4372,101000101010101010010000100010001000101001000100001,51,17,34,16,0.3333333333333333,16,4,2.1250,1010001010101010,0101001000100001
340,11,340,001000000001,12,2,10,1,0.16666666666666666,2,8,5.0000,001000000001,001000000001
341,11,1024,100000000001,12,2,10,1,0.16666666666666666,1,10,10.0000,100000000001,100000000001
342,125,9232,010100100100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,126,46,80,45,0.36507936507936506,46,5,1.7391,0101001001001000,1010100000100001
343,125,9232,101010000100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,126,46,80,45,0.36507936507936506,45,5,1.7778,1010100001001000,1010100000100001
344,32,344,000101001001000010101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0001010010010000,0101001000100001
345,125,9232,100101000010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,126,46,80,45,0.36507936507936506,45,5,1.7778,1001010000100101,1010100000100001
346,32,520,010001001001000010101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0100010010010000,0101001000100001
347,125,9232,101001010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,126,46,80,45,0.36507936507936506,45,6,1.7778,1010010101001000,1010100000100001
348,32,592,001010100001000010101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0010101000010000,0101001000100001
349,32,1048,100010100001000010101001000100001,33,10,23,9,0.30303030303030304,9,4,2.5556,1000101000010000,0101001000100001
350,81,9232,0101010100100010101001010010101010101000101010100001001001000010001010100000100001,82,29,53,28,0.35365853658536583,29,5,1.8276,0101010100100010,1010100000100001
351,81,9232,1010101010000010101001010010101010101000101010100001001001000010001010100000100001,82,29,53,28,0.35365853658536583,28,5,1.8929,1010101010000010,1010100000100001
352,19,352,00000101001000100001,20,5,15,4,0.25,5,5,3.0000,0000010100100010,0101001000100001
353,125,9232,100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,126,46,80,45,0.36507936507936506,45,5,1.7778,1001001010100100,1010100000100001
354,32,532,010010000100101000101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0100100001001010,0101001000100001
355,32,1600,101000000100101000101001000100001,33,10,23,9,0.30303030303030304,9,6,2.5556,1010000001001010,0101001000100001
356,32,356,001001010000101000101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0010010100001010,0101001000100001
357,32,1072,100001010000101000101001000100001,33,10,23,9,0.30303030303030304,9,4,2.5556,1000010100001010,0101001000100001
358,32,808,010100010000101000101001000100001,33,10,23,9,0.30303030303030304,10,4,2.3000,0101000100001010,0101001000100001
359,50,9232,101010010101010100001001001000010001010100000100001,51,17,34,16,0.3333333333333333,16,5,2.1250,1010100101010101,1010100000100001
360,19,360,00010001001000100001,20,5,15,4,0.25,5,4,3.0000,0001000100100010,0001001000100001
361,45,2752,1001010101000000101001001000010101001000100001,46,15,31,14,0.32608695652173914,14,6,2.2143,1001010101000000,0101001000100001
362,19,544,01000001001000100001,20,5,15,4,0.25,5,5,3.0000,0100000100100010,0001001000100001
363,45,1636,1010010010100010001001001000010101001000100001,46,15,31,14,0.32608695652173914,14,4,2.2143,1010010010100010,0101001000100001
364,94,9232,00101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,95,34,61,33,0.35789473684210527,34,5,1.7941,0010100101010010,1010100000100001
365,94,9232,10001001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,95,34,61,33,0.35789473684210527,33,5,1.8485,1000100101010010,1010100000100001
366,94,9232,01010100010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,95,34,61,33,0.35789473684210527,34,5,1.7941,0101010001010010,1010100000100001
367,45,4192,1010101001010000010100001000010101001000100001,46,15,31,14,0.32608695652173914,14,5,2.2143,1010101001010000,0101001000100001
368,19,368,00001010100000100001,20,5,15,4,0.25,5,5,3.0000,0000101010000010,1010100000100001
369,19,1108,10010000001000100001,20,5,15,4,0.25,4,6,3.7500,1001000000100010,0000001000100001
370,45,628,0100101001000101001010000101000101001000100001,46,15,31,14,0.32608695652173914,15,4,2.0667,0100101001000101,0101001000100001
371,45,1672,1010001001000101001010000101000101001000100001,46,15,31,14,0.32608695652173914,14,4,2.2143,1010001001000101,0101001000100001
372,19,372,00100010100000100001,20,5,15,4,0.25,5,5,3.0000,0010001010000010,0010100000100001
373,19,1120,10000010100000100001,20,5,15,4,0.25,4,5,3.7500,1000001010000010,0010100000100001
374,45,952,0101001010001010100010000101000101001000100001,46,15,31,14,0.32608695652173914,15,4,2.0667,0101001010001010,0101001000100001
375,45,2536,1010100010001010100010000101000101001000100001,46,15,31,14,0.32608695652173914,14,4,2.2143,1010100010001010,0101001000100001
376,107,9232,000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,108,39,69,38,0.3611111111111111,39,5,1.7692,0001010101001001,1010100000100001
377,63,9232,1001010010101010101000101010100001001001000010001010100000100001,64,22,42,21,0.34375,21,5,2.0000,1001010010101010,1010100000100001
378,107,9232,010001010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,108,39,69,38,0.3611111111111111,39,5,1.7692,0100010101001001,1010100000100001
379,58,2752,10100101001001001010101000000101001001000010101001000100001,59,20,39,19,0.3389830508474576,19,6,2.0526,1010010100100100,0101001000100001
380,107,9232,001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,108,39,69,38,0.3611111111111111,39,5,1.7692,0010101010100001,1010100000100001
381,107,9232,100010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,108,39,69,38,0.3611111111111111,38,5,1.8158,1000101010100001,1010100000100001
382,45,4372,0101010101010010000100010001000101001000100001,46,15,31,14,0.32608695652173914,15,4,2.0667,0101010101010010,0101001000100001
383,45,13120,1010101010101000000100010001000101001000100001,46,15,31,14,0.32608695652173914,14,6,2.2143,1010101010101000,0101001000100001
384,14,384,000000010100001,15,3,12,2,0.2,3,7,4.0000,000000010100001,000000010100001
385,32,1156,100100100101000001010100000100001,33,10,23,9,0.30303030303030304,9,5,2.5556,1001001001010000,1010100000100001
386,120,9232,0100100100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,44,5,1.7500,0100100100010010,1010100000100001
387,120,9232,1010000100010010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,43,5,1.7907,1010000100010010,1010100000100001
388,120,9232,0010010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,44,5,1.7500,0010010010101000,1010100000100001
389,120,9232,1000010010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,43,5,1.7907,1000010010101000,1010100000100001
390,120,9232,0101000010101000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,44,5,1.7500,0101000010101000,1010100000100001
391,120,9232,1010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,43,6,1.7907,1010100100000010,1010100000100001
392,27,392,0001001000010101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0001001000010101,0101001000100001
393,58,2248,10010101001010001001010001010100010000101000101001000100001,59,20,39,19,0.3389830508474576,19,4,2.0526,1001010100101000,0101001000100001
394,27,592,0100001000010101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0100001000010101,0101001000100001
395,76,9232,10100100010101001010010101010101000101010100001001001000010001010100000100001,77,27,50,26,0.35064935064935066,26,5,1.9231,1010010001010100,1010100000100001
396,27,448,0010100000010101001000100001,28,8,20,7,0.2857142857142857,8,6,2.5000,0010100000010101,0101001000100001
397,27,1192,1000100000010101001000100001,28,8,20,7,0.2857142857142857,7,6,2.8571,1000100000010101,0101001000100001
398,120,9232,0101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,44,5,1.7500,0101010010010001,1010100000100001
399,120,9232,1010101000010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,121,44,77,43,0.36363636363636365,43,5,1.7907,1010101000010001,1010100000100001
400,27,400,0000100101000101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0000100101000101,0101001000100001
401,19,1204,10010001001000000001,20,5,15,4,0.25,4,8,3.7500,1001000100100000,0001001000000001
402,19,1024,01001010100000000001,20,5,15,4,0.25,5,10,3.0000,0100101010000000,1010100000000001
403,19,1816,10100010100000000001,20,5,15,4,0.25,4,10,3.7500,1010001010000000,0010100000000001
404,27,404,0010000101000101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0010000101000101,0101001000100001
405,27,1216,1000000101000101001000100001,28,8,20,7,0.2857142857142857,7,6,2.8571,1000000101000101,0101001000100001
406,40,916,01010010000101001001000010101001000100001,41,13,28,12,0.3170731707317073,13,4,2.1538,0101001000010100,0101001000100001
407,40,2752,10101000000101001001000010101001000100001,41,13,28,12,0.3170731707317073,12,6,2.3333,1010100000010100,0101001000100001
408,27,408,0001010001000101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0001010001000101,0101001000100001
409,40,1384,10010100010001001001000010101001000100001,41,13,28,12,0.3170731707317073,12,4,2.3333,1001010001000100,0101001000100001
410,27,616,0100010001000101001000100001,28,8,20,7,0.2857142857142857,8,4,2.5000,0100010001000101,0101001000100001
411,133,9232,10100101010100010100100000010101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,134,49,85,48,0.3656716417910448,48,6,1.7708,1010010101010001,1010100000100001
412,89,9232,001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,90,32,58,31,0.35555555555555557,32,5,1.8125,0010101001010101,1010100000100001
413,89,9232,100010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,90,32,58,31,0.35555555555555557,31,5,1.8710,1000101001010101,1010100000100001
414,89,9232,010101010001010100100010101001010010101010101000101010100001001001000010001010100000100001,90,32,58,31,0.35555555555555557,32,5,1.8125,0101010100010101,1010100000100001
415,133,9232,10101010100101001001000001000101010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,134,49,85,48,0.3656716417910448,48,5,1.7708,1010101010010100,1010100000100001
416,14,416,000001000100001,15,3,12,2,0.2,3,5,4.0000,000001000100001,000001000100001
417,133,9232,10010010100100101010010010001010101010000101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,134,49,85,48,0.3656716417910448,48,5,1.7708,1001001010010010,1010100000100001
418,40,628,01001000101001010000101000101001000100001,41,13,28,12,0.3170731707317073,13,4,2.1538,0100100010100101,0101001000100001
419,40,1888,10100000101001010000101000101001000100001,41,13,28,12,0.3170731707317073,12,5,2.3333,1010000010100101,0101001000100001
420,40,808,00100101010100010000101000101001000100001,41,13,28,12,0.3170731707317073,13,4,2.1538,0010010101010001,0101001000100001
421,40,1264,10000101010100010000101000101001000100001,41,13,28,12,0.3170731707317073,12,4,2.3333,1000010101010001,0101001000100001
422,40,952,01010001010100010000101000101001000100001,41,13,28,12,0.3170731707317073,13,4,2.1538,0101000101010001,0101001000100001
423,32,3220,101010010100100001010100000000001,33,10,23,9,0.30303030303030304,9,10,2.5556,1010100101001000,1010100000000001
424,14,424,000100000100001,15,3,12,2,0.2,3,5,4.0000,000100000100001,000100000100001
425,58,9232,10010101010101000101010100001001001000010001010100000100001,59,20,39,19,0.3389830508474576,19,5,2.0526,1001010101010100,1010100000100001
426,14,640,010000000100001,15,3,12,2,0.2,3,7,4.0000,010000000100001,010000000100001
427,53,2752,101001001001010101000000101001001000010101001000100001,54,18,36,17,0.3333333333333333,17,6,2.1176,1010010010010101,0101001000100001
428,102,9232,0010100100101001010100101010100100010101001010010101010101000101010100001001001000010001010100000100001,103,37,66,36,0.3592233009708738,37,5,1.7838,0010100100101001,1010100000100001
