dimension,birth,death,persistence
1,-3.332204510175204,-0.0,3.332204510175204
1,-3.332204510175204,-0.0,3.332204510175204
1,-3.258096538021482,-0.0,3.258096538021482
1,-3.1780538303479458,-0.0,3.1780538303479458
1,-3.091042453358316,-0.0,3.091042453358316
1,-3.091042453358316,-0.0,3.091042453358316
1,-3.044522437723423,-0.0,3.044522437723423
1,-2.995732273553991,-0.0,2.995732273553991
1,-2.995732273553991,-0.0,2.995732273553991
1,-2.995732273553991,-0.0,2.995732273553991
1,-2.995732273553991,-0.0,2.995732273553991
1,-2.9444389791664403,-0.0,2.9444389791664403
1,-2.9444389791664403,-0.0,2.9444389791664403
1,-2.8903717578961645,-0.0,2.8903717578961645
1,-2.8903717578961645,-0.0,2.8903717578961645
1,-2.833213344056216,-0.0,2.833213344056216
1,-2.833213344056216,-0.0,2.833213344056216
1,-2.833213344056216,-0.0,2.833213344056216
1,-2.833213344056216,-0.0,2.833213344056216
1,-2.772588722239781,-0.0,2.772588722239781
1,-2.772588722239781,-0.0,2.772588722239781
1,-2.772588722239781,-0.0,2.772588722239781
1,-2.70805020110221,-0.0,2.70805020110221
1,-2.70805020110221,-0.0,2.70805020110221
1,-2.70805020110221,-0.0,2.70805020110221
1,-2.70805020110221,-0.0,2.70805020110221
1,-2.70805020110221,-0.0,2.70805020110221
1,-2.6390573296152584,-0.0,2.6390573296152584
1,-2.6390573296152584,-0.0,2.6390573296152584
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-2.5649493574615367,-0.0,2.5649493574615367
1,-3.912023005428146,-1.3862943611198906,2.5257286443082556
1,-3.871201010907891,-1.3862943611198906,2.484906649788001
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-2.4849066497880004,-0.0,2.4849066497880004
1,-3.1780538303479458,-0.6931471805599453,2.4849066497880004
1,-3.58351893845611,-1.0986122886681098,2.484906649788
1,-3.58351893845611,-1.0986122886681098,2.484906649788
1,-3.1354942159291497,-0.6931471805599453,2.4423470353692043
1,-3.828641396489095,-1.3862943611198906,2.4423470353692043
1,-3.8066624897703196,-1.3862943611198906,2.420368128650429
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-2.3978952727983707,-0.0,2.3978952727983707
1,-3.7612001156935624,-1.3862943611198906,2.374905754573672
1,-3.044522437723423,-0.6931471805599453,2.3513752571634776
1,-3.4339872044851463,-1.0986122886681098,2.3353749158170363
1,-3.713572066704308,-1.3862943611198906,2.327277705584417
1,-2.302585092994046,-0.0,2.302585092994046
1,-3.912023005428146,-1.6094379124341003,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-3.6888794541139363,-1.3862943611198906,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-2.302585092994046,-0.0,2.302585092994046
1,-3.8918202981106265,-1.6094379124341003,2.2823823856765264
1,-2.9444389791664403,-0.6931471805599453,2.251291798606495
1,-2.9444389791664403,-0.6931471805599453,2.251291798606495
1,-3.332204510175204,-1.0986122886681098,2.2335922215070942
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-2.1972245773362196,-0.0,2.1972245773362196
1,-3.295836866004329,-1.0986122886681098,2.197224577336219
1,-3.58351893845611,-1.3862943611198906,2.197224577336219
1,-3.5553480614894135,-1.3862943611198906,2.169053700369523
1,-3.258096538021482,-1.0986122886681098,2.1594842493533726
1,-3.258096538021482,-1.0986122886681098,2.1594842493533726
1,-3.7612001156935624,-1.6094379124341003,2.1517622032594623
1,-3.5263605246161616,-1.3862943611198906,2.1400661634962708
1,-2.833213344056216,-0.6931471805599453,2.1400661634962708
1,-2.833213344056216,-0.6931471805599453,2.1400661634962708
1,-3.5263605246161616,-1.3862943611198906,2.1400661634962708
1,-3.7376696182833684,-1.6094379124341003,2.1282317058492684
1,-3.2188758248682006,-1.0986122886681098,2.120263536200091
1,-4.04305126783455,-1.9459101490553132,2.097141118779237
1,-3.4657359027997265,-1.3862943611198906,2.079441541679836
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.772588722239781,-0.6931471805599453,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.772588722239781,-0.6931471805599453,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.772588722239781,-0.6931471805599453,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-2.0794415416798357,-0.0,2.0794415416798357
1,-3.6635616461296463,-1.6094379124341003,2.054123733695546
1,-3.828641396489095,-1.791759469228055,2.03688192726104
1,-3.1354942159291497,-1.0986122886681098,2.0368819272610397
1,-3.1354942159291497,-1.0986122886681098,2.0368819272610397
1,-3.1354942159291497,-1.0986122886681098,2.0368819272610397
1,-3.4011973816621555,-1.3862943611198906,2.014903020542265
1,-3.091042453358316,-1.0986122886681098,1.9924301646902063
1,-3.091042453358316,-1.0986122886681098,1.9924301646902063
1,-3.091042453358316,-1.0986122886681098,1.9924301646902063
1,-3.784189633918261,-1.791759469228055,1.992430164690206
1,-3.9318256327243257,-1.9459101490553132,1.9859154836690125
1,-3.58351893845611,-1.6094379124341003,1.9740810260220096
1,-3.5553480614894135,-1.6094379124341003,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-3.332204510175204,-1.3862943611198906,1.9459101490553132
1,-3.332204510175204,-1.3862943611198906,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-3.5553480614894135,-1.6094379124341003,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-1.9459101490553132,-0.0,1.9459101490553132
1,-3.8918202981106265,-1.9459101490553132,1.9459101490553132
1,-2.6390573296152584,-0.6931471805599453,1.945910149055313
1,-2.6390573296152584,-0.6931471805599453,1.945910149055313
1,-2.6390573296152584,-0.6931471805599453,1.945910149055313
1,-3.295836866004329,-1.3862943611198906,1.9095425048844386
1,-2.995732273553991,-1.0986122886681098,1.897119984885881
1,-2.995732273553991,-1.0986122886681098,1.897119984885881
1,-2.995732273553991,-1.0986122886681098,1.897119984885881
1,-4.290459441148391,-2.3978952727983707,1.8925641683500203
1,-3.4965075614664802,-1.6094379124341003,1.88706964903238
1,-3.258096538021482,-1.3862943611198906,1.8718021769015916
1,-2.5649493574615367,-0.6931471805599453,1.8718021769015913
