start,odd_start,compressed_length,exponent_word,exponent_sum,exponent_mean,exponent_one_count,exponent_one_ratio,net_log2_factor,max_odd_value
3372,843,12,1 2 5 2 1 4 1 3 1 2 3 4,29,2.416667,4,0.333333,-9.980450,1265
3373,3373,12,3 2 5 2 1 4 1 3 1 2 3 4,31,2.583333,3,0.250000,-11.980450,3373
3374,1687,12,1 1 7 2 1 4 1 3 1 2 3 4,30,2.500000,5,0.416667,-10.980450,3797
3375,3375,48,1 1 1 2 2 2 1 1 2 2 4 5 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.833333,25,0.520833,-11.921800,11393
3376,211,12,1 3 1 1 3 4 1 3 1 2 3 4,27,2.250000,5,0.416667,-7.980450,317
3377,3377,9,2 4 1 2 1 1 5 2 8,26,2.888889,3,0.333333,-11.735337,3377
3378,1689,9,2 1 3 2 1 1 5 2 8,25,2.777778,3,0.333333,-10.735337,1901
3379,3379,9,1 3 3 2 1 1 5 2 8,26,2.888889,3,0.333333,-11.735337,5069
3380,845,12,3 3 1 1 3 4 1 3 1 2 3 4,29,2.416667,4,0.333333,-9.980450,845
3381,3381,12,5 3 1 1 3 4 1 3 1 2 3 4,31,2.583333,4,0.333333,-11.980450,3381
3382,1691,48,1 2 1 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,87,1.812500,29,0.604167,-10.921800,7229
3383,3383,48,1 1 3 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.833333,29,0.604167,-11.921800,7613
3384,423,9,1 1 2 1 2 4 1 1 10,23,2.555556,5,0.555556,-8.735337,1073
3385,3385,65,2 1 2 2 1 1 1 1 4 1 3 2 1 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,115,1.769231,35,0.538462,-11.977437,10853
3386,1693,9,3 1 2 1 2 4 1 1 10,25,2.777778,4,0.444444,-10.735337,1693
3387,3387,12,1 2 1 8 1 4 1 3 1 2 3 4,31,2.583333,5,0.416667,-11.980450,5717
3388,847,9,1 1 1 3 2 4 1 1 10,24,2.666667,5,0.555556,-9.735337,2861
3389,3389,9,3 1 1 3 2 4 1 1 10,26,2.888889,4,0.444444,-11.735337,3389
3390,1695,65,1 1 1 1 2 1 1 2 1 3 2 2 1 1 1 2 1 4 2 3 2 4 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,114,1.753846,35,0.538462,-10.977437,16301
3391,3391,65,1 1 1 1 1 3 1 2 1 3 2 2 1 1 1 2 1 4 2 3 2 4 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,115,1.769231,35,0.538462,-11.977437,25757
3392,53,2,5 4,9,4.500000,0,0.000000,-5.830075,53
3393,3393,12,2 2 5 1 3 4 1 3 1 2 3 4,31,2.583333,3,0.250000,-11.980450,3393
3394,1697,9,2 2 1 2 1 3 3 1 10,25,2.777778,3,0.333333,-10.735337,1697
3395,3395,9,1 4 1 2 1 3 3 1 10,26,2.888889,4,0.444444,-11.735337,5093
3396,849,19,2 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,40,2.105263,9,0.473684,-9.885712,3077
3397,3397,19,4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,42,2.210526,9,0.473684,-11.885712,3397
3398,1699,19,1 5 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,41,2.157895,10,0.526316,-10.885712,3077
3399,3399,41,1 1 2 2 1 1 1 3 1 1 2 2 1 1 1 2 1 1 1 2 2 1 3 2 3 1 2 1 2 3 2 1 2 5 4 4 1 1 2 3 4,77,1.878049,19,0.463415,-12.016537,58913
3400,425,19,2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,39,2.052632,10,0.526316,-8.885712,3077
3401,3401,29,2 1 1 3 2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,58,2.000000,14,0.482759,-12.036087,13121
3402,1701,19,4 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,41,2.157895,10,0.526316,-10.885712,3077
3403,3403,19,1 2 5 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,42,2.210526,9,0.473684,-11.885712,5105
3404,851,19,1 3 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,40,2.105263,10,0.526316,-9.885712,3077
3405,3405,19,3 3 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,42,2.210526,9,0.473684,-11.885712,3405
3406,1703,19,1 1 2 1 2 1 5 1 1 2 2 2 2 4 3 1 1 5 4,41,2.157895,8,0.421053,-10.885712,4853
3407,3407,19,1 1 1 3 2 1 5 1 1 2 2 2 2 4 3 1 1 5 4,42,2.210526,8,0.421053,-11.885712,11501
3408,213,2,7 4,11,5.500000,0,0.000000,-7.830075,213
3409,3409,48,2 3 1 1 1 1 1 2 1 2 1 1 2 3 5 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.833333,26,0.541667,-11.921800,13841
3410,1705,48,2 1 1 1 1 1 1 1 3 2 1 1 2 3 5 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,87,1.812500,27,0.562500,-10.921800,21869
3411,3411,48,1 3 1 1 1 1 1 1 3 2 1 1 2 3 5 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.833333,27,0.562500,-11.921800,21869
3412,853,2,9 4,13,6.500000,0,0.000000,-9.830075,853
3413,3413,2,11 4,15,7.500000,0,0.000000,-11.830075,3413
3414,1707,53,1 2 2 2 2 1 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,25,0.471698,-10.996987,3077
3415,3415,53,1 1 4 2 2 1 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,26,0.490566,-11.996987,7685
3416,427,17,1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,36,2.117647,7,0.411765,-9.055637,917
3417,3417,17,2 1 4 2 3 1 2 4 1 2 2 4 1 1 2 3 4,39,2.294118,5,0.294118,-12.055637,3845
3418,1709,17,3 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,38,2.235294,6,0.352941,-11.055637,1709
3419,3419,53,1 2 1 1 2 3 1 4 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,27,0.509434,-11.996987,8657
3420,855,17,1 1 4 2 1 1 1 6 1 2 2 4 1 1 2 3 4,37,2.176471,8,0.470588,-10.055637,1925
3421,3421,17,3 1 4 2 1 1 1 6 1 2 2 4 1 1 2 3 4,39,2.294118,7,0.411765,-12.055637,3421
3422,1711,53,1 1 1 2 3 2 1 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,29,0.547170,-10.996987,5777
3423,3423,53,1 1 1 1 5 2 1 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,17333
3424,107,36,1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,64,1.777778,20,0.555556,-6.941350,3077
3425,3425,17,2 2 1 1 2 5 2 4 1 2 2 4 1 1 2 3 4,39,2.294118,5,0.294118,-12.055637,4337
3426,1713,7,2 4 2 5 2 3 4,22,3.142857,0,0.000000,-10.905262,1713
3427,3427,7,1 6 2 5 2 3 4,23,3.285714,1,0.142857,-11.905262,5141
3428,857,7,2 1 4 5 2 3 4,21,3.000000,1,0.142857,-9.905262,965
3429,3429,7,4 1 4 5 2 3 4,23,3.285714,1,0.142857,-11.905262,3429
3430,1715,7,1 3 4 5 2 3 4,22,3.142857,1,0.142857,-10.905262,2573
3431,3431,41,1 1 2 1 1 1 1 2 1 1 2 1 1 3 2 3 1 1 2 1 1 1 5 1 1 1 1 4 2 6 3 1 2 1 4 1 3 1 2 3 4,77,1.878049,23,0.560976,-12.016537,83501
3432,429,36,3 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,66,1.833333,19,0.527778,-8.941350,3077
3433,3433,53,2 1 1 1 5 1 1 1 2 2 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,29,0.547170,-11.996987,8693
3434,1717,36,5 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,68,1.888889,19,0.527778,-10.941350,3077
3435,3435,53,1 2 2 1 3 1 1 1 1 4 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,29,0.547170,-11.996987,8261
3436,859,53,1 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,94,1.773585,29,0.547170,-9.996987,3077
3437,3437,53,3 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,28,0.528302,-11.996987,3437
3438,1719,53,1 1 3 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,29,0.547170,-10.996987,3869
3439,3439,53,1 1 1 2 1 4 2 3 2 4 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,28,0.528302,-11.996987,13061
3440,215,36,1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,65,1.805556,21,0.583333,-7.941350,3077
3441,3441,36,2 6 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,19,0.527778,-11.941350,3441
3442,1721,17,2 1 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,38,2.235294,4,0.235294,-11.055637,1937
3443,3443,17,1 3 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,39,2.294118,4,0.235294,-12.055637,5165
3444,861,36,3 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,67,1.861111,20,0.555556,-9.941350,3077
3445,3445,36,5 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,20,0.555556,-11.941350,3445
3446,1723,17,1 2 1 3 1 4 1 3 3 2 2 4 1 1 2 3 4,38,2.235294,6,0.352941,-11.055637,2909
3447,3447,17,1 1 3 3 1 4 1 3 3 2 2 4 1 1 2 3 4,39,2.294118,6,0.352941,-12.055637,7757
3448,431,12,1 1 1 2 4 3 3 3 1 2 3 4,28,2.333333,4,0.333333,-8.980450,1457
3449,3449,53,2 1 2 1 1 1 1 6 1 3 4 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,14741
3450,1725,12,3 1 1 2 4 3 3 3 1 2 3 4,30,2.500000,3,0.250000,-10.980450,1725
3451,3451,17,1 2 1 2 2 3 3 3 3 2 2 4 1 1 2 3 4,39,2.294118,4,0.235294,-12.055637,5825
3452,863,12,1 1 1 1 6 3 3 3 1 2 3 4,29,2.416667,5,0.416667,-9.980450,4373
3453,3453,12,3 1 1 1 6 3 3 3 1 2 3 4,31,2.583333,4,0.333333,-11.980450,4373
3454,1727,17,1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,38,2.235294,7,0.411765,-11.055637,13121
3455,3455,17,1 1 1 1 1 1 4 7 3 2 2 4 1 1 2 3 4,39,2.294118,8,0.470588,-12.055637,39365
3456,27,41,1 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,70,1.707317,24,0.585366,-5.016537,3077
3457,3457,12,2 2 2 1 3 5 3 3 1 2 3 4,31,2.583333,2,0.166667,-11.980450,3457
3458,1729,36,2 2 3 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,68,1.888889,18,0.500000,-10.941350,3077
3459,3459,36,1 4 3 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,19,0.527778,-11.941350,5189
3460,865,53,2 2 1 1 2 1 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,94,1.773585,30,0.566038,-9.996987,3077
3461,3461,53,4 2 1 1 2 1 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,3461
3462,1731,53,1 4 1 1 2 1 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,31,0.584906,-10.996987,3077
3463,3463,36,1 1 2 7 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,20,0.555556,-11.941350,7793
3464,433,7,2 4 3 1 1 5 4,20,2.857143,2,0.285714,-8.905262,433
3465,3465,53,2 1 1 2 1 5 2 1 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,6581
3466,1733,7,4 4 3 1 1 5 4,22,3.142857,2,0.285714,-10.905262,1733
3467,3467,53,1 2 3 1 1 3 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,5201
3468,867,7,1 6 3 1 1 5 4,21,3.000000,3,0.428571,-9.905262,1301
3469,3469,7,3 6 3 1 1 5 4,23,3.285714,2,0.285714,-11.905262,3469
3470,1735,36,1 1 2 2 6 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,68,1.888889,20,0.555556,-10.941350,3905
3471,3471,36,1 1 1 4 6 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,21,0.583333,-11.941350,11717
3472,217,7,2 1 5 1 1 5 4,19,2.714286,3,0.428571,-7.905262,245
3473,3473,36,2 3 2 3 1 3 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,18,0.500000,-11.941350,3473
3474,1737,36,2 1 1 5 1 3 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,68,1.888889,20,0.555556,-10.941350,3077
3475,3475,36,1 3 1 5 1 3 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,20,0.555556,-11.941350,5213
3476,869,7,4 1 5 1 1 5 4,21,3.000000,3,0.428571,-9.905262,869
3477,3477,7,6 1 5 1 1 5 4,23,3.285714,3,0.428571,-11.905262,3477
3478,1739,17,1 2 4 1 1 1 2 1 5 1 4 4 1 1 2 3 4,38,2.235294,8,0.470588,-11.055637,2609
3479,3479,17,1 1 6 1 1 1 2 1 5 1 4 4 1 1 2 3 4,39,2.294118,9,0.529412,-12.055637,7829
3480,435,7,1 3 5 1 1 5 4,20,2.857143,3,0.428571,-8.905262,653
3481,3481,17,2 1 3 3 1 1 2 1 5 1 4 4 1 1 2 3 4,39,2.294118,7,0.411765,-12.055637,3917
3482,1741,7,3 3 5 1 1 5 4,22,3.142857,2,0.285714,-10.905262,1741
3483,3483,29,1 2 1 1 1 3 2 2 1 1 2 1 1 2 1 1 1 7 5 1 2 1 4 1 3 1 2 3 4,58,2.000000,15,0.517241,-12.036087,26837
3484,871,65,1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 4 2 1 2 1 4 3 3 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,113,1.738462,38,0.584615,-9.977437,63665
3485,3485,65,3 1 2 1 1 1 1 1 2 1 1 1 1 1 2 4 2 1 2 1 4 3 3 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,115,1.769231,37,0.569231,-11.977437,63665
3486,1743,65,1 1 1 3 1 1 1 1 2 1 1 1 1 1 2 4 2 1 2 1 4 3 3 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,114,1.753846,38,0.584615,-10.977437,63665
3487,3487,46,1 1 1 1 2 1 2 1 3 3 1 1 2 2 1 2 3 1 1 1 4 1 1 2 1 4 2 1 2 1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,85,1.847826,23,0.500000,-12.091725,22349
3488,109,41,3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,72,1.756098,23,0.560976,-7.016537,3077
3489,3489,29,2 2 1 2 2 2 1 2 1 1 3 3 1 2 1 3 2 1 3 1 1 3 4 1 3 1 2 3 4,58,2.000000,11,0.379310,-12.036087,3489
3490,1745,53,2 3 1 2 2 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,28,0.528302,-10.996987,3077
3491,3491,53,1 5 1 2 2 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,29,0.547170,-11.996987,5237
3492,873,53,2 1 1 1 4 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,94,1.773585,30,0.566038,-9.996987,3077
3493,3493,53,4 1 1 1 4 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,30,0.566038,-11.996987,3493
3494,1747,53,1 3 1 1 4 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,30,0.566038,-10.996987,3077
3495,3495,17,1 1 2 1 2 3 2 1 2 5 4 4 1 1 2 3 4,39,2.294118,6,0.352941,-12.055637,8849
3496,437,41,5 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,74,1.804878,23,0.560976,-9.016537,3077
3497,3497,36,2 1 1 1 1 1 7 1 3 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,21,0.583333,-11.941350,19925
3498,1749,41,7 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,76,1.853659,23,0.560976,-11.016537,3077
3499,3499,46,1 2 2 2 1 1 2 1 2 1 1 1 2 1 2 1 1 1 3 1 1 1 1 1 3 2 1 2 3 1 6 2 2 3 1 2 4 1 2 2 4 1 1 2 3 4,85,1.847826,22,0.478261,-12.091725,115181
3500,875,7,1 2 2 1 8 3 4,21,3.000000,2,0.285714,-9.905262,1313
3501,3501,7,3 2 2 1 8 3 4,23,3.285714,1,0.142857,-11.905262,3501
3502,1751,7,1 1 4 1 8 3 4,22,3.142857,3,0.428571,-10.905262,3941
3503,3503,29,1 1 1 2 4 1 1 1 1 1 1 2 1 1 2 5 2 1 1 7 2 1 4 1 3 1 2 3 4,58,2.000000,16,0.551724,-12.036087,31985
3504,219,17,1 2 1 1 3 2 3 1 2 1 4 1 3 1 2 3 4,35,2.058824,7,0.411765,-8.055637,557
3505,3505,17,2 4 3 2 1 2 3 1 2 1 4 1 3 1 2 3 4,39,2.294118,5,0.294118,-12.055637,3505
3506,1753,17,2 1 5 2 1 2 3 1 2 1 4 1 3 1 2 3 4,38,2.235294,6,0.352941,-11.055637,1973
3507,3507,17,1 3 5 2 1 2 3 1 2 1 4 1 3 1 2 3 4,39,2.294118,6,0.352941,-12.055637,5261
3508,877,17,3 2 1 1 3 2 3 1 2 1 4 1 3 1 2 3 4,37,2.176471,6,0.352941,-10.055637,877
3509,3509,17,5 2 1 1 3 2 3 1 2 1 4 1 3 1 2 3 4,39,2.294118,6,0.352941,-12.055637,3509
3510,1755,12,1 2 1 1 3 1 4 7 1 2 3 4,30,2.500000,5,0.416667,-10.980450,4445
3511,3511,12,1 1 3 1 3 1 4 7 1 2 3 4,31,2.583333,5,0.416667,-11.980450,7901
3512,439,17,1 1 3 1 3 2 3 1 2 1 4 1 3 1 2 3 4,36,2.117647,7,0.411765,-9.055637,989
3513,3513,17,2 1 2 6 1 2 3 1 2 1 4 1 3 1 2 3 4,39,2.294118,6,0.352941,-12.055637,3953
3514,1757,17,3 1 3 1 3 2 3 1 2 1 4 1 3 1 2 3 4,38,2.235294,6,0.352941,-11.055637,1757
3515,3515,53,1 2 1 3 2 4 2 1 2 2 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,28,0.528302,-11.996987,5933
3516,879,53,1 1 1 2 1 3 4 1 2 2 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,94,1.773585,30,0.566038,-9.996987,3341
3517,3517,53,3 1 1 2 1 3 4 1 2 2 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,96,1.811321,29,0.547170,-11.996987,3517
3518,1759,53,1 1 1 1 3 3 4 1 2 2 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,95,1.792453,30,0.566038,-10.996987,8909
3519,3519,26,1 1 1 1 1 2 1 1 1 3 3 1 2 2 3 1 4 1 1 1 3 2 4 1 1 10,53,2.038462,15,0.576923,-11.790975,67661
3520,55,41,1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,71,1.731707,24,0.585366,-6.016537,3077
3521,3521,36,2 2 3 1 1 2 1 1 2 1 1 2 2 1 2 1 2 4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,17,0.472222,-11.941350,4769
3522,1761,36,2 2 1 1 1 1 3 1 2 1 1 2 2 1 2 1 2 4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,68,1.888889,18,0.500000,-10.941350,5021
3523,3523,36,1 4 1 1 1 1 3 1 2 1 1 2 2 1 2 1 2 4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,69,1.916667,19,0.527778,-11.941350,5285
3524,881,41,2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,75,1.829268,23,0.560976,-10.016537,3077
3525,3525,41,4 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,77,1.878049,23,0.560976,-12.016537,3525
3526,1763,41,1 8 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,76,1.853659,24,0.585366,-11.016537,3077
3527,3527,17,1 1 2 2 2 6 3 1 2 1 4 1 3 1 2 3 4,39,2.294118,6,0.352941,-12.055637,7937
3528,441,7,2 1 2 5 1 5 4,20,2.857143,2,0.285714,-8.905262,497
3529,3529,17,2 1 1 4 3 1 5 1 2 1 4 1 3 1 2 3 4,39,2.294118,7,0.411765,-12.055637,5957
3530,1765,7,4 1 2 5 1 5 4,22,3.142857,2,0.285714,-10.905262,1765
3531,3531,34,1 2 4 2 1 1 1 2 2 1 1 2 1 4 2 1 2 1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,66,1.941176,15,0.441176,-12.111275,5297
3532,883,7,1 3 2 5 1 5 4,21,3.000000,2,0.285714,-9.905262,1325
