start,odd_start,compressed_length,exponent_word,exponent_sum,exponent_mean,exponent_one_count,exponent_one_ratio,net_log2_factor,max_odd_value
4212,1053,27,3 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,53,1.962963,14,0.518519,-10.206012,3077
4213,4213,27,5 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,55,2.037037,14,0.518519,-12.206012,4213
4214,2107,56,1 2 1 4 1 2 1 1 1 2 1 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,100,1.785714,34,0.607143,-11.242100,7229
4215,4215,56,1 1 3 4 1 2 1 1 1 2 1 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,101,1.803571,34,0.607143,-12.242100,9485
4216,527,27,1 1 1 5 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,52,1.925926,16,0.592593,-9.206012,3077
4217,4217,17,2 1 2 1 1 2 1 1 3 3 3 2 1 1 5 2 8,39,2.294118,7,0.411765,-12.055637,13517
4218,2109,27,3 1 1 5 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,54,2.000000,15,0.555556,-11.206012,3077
4219,4219,56,1 2 1 2 3 1 3 1 1 2 1 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,101,1.803571,33,0.589286,-12.242100,7229
4220,1055,61,1 1 1 1 2 2 1 1 1 1 1 2 1 2 2 1 1 3 4 1 1 1 2 1 1 1 1 2 1 1 2 1 1 3 2 3 1 1 2 1 1 1 5 1 1 1 1 4 2 6 3 1 2 1 4 1 3 1 2 3 4,107,1.754098,36,0.590164,-10.317287,83501
4221,4221,61,3 1 1 1 2 2 1 1 1 1 1 2 1 2 2 1 1 3 4 1 1 1 2 1 1 1 1 2 1 1 2 1 1 3 2 3 1 1 2 1 1 1 5 1 1 1 1 4 2 6 3 1 2 1 4 1 3 1 2 3 4,109,1.786885,35,0.573770,-12.317287,83501
4222,2111,61,1 1 1 1 1 4 1 1 1 1 1 2 1 2 2 1 1 3 4 1 1 1 2 1 1 1 1 2 1 1 2 1 1 3 2 3 1 1 2 1 1 1 5 1 1 1 1 4 2 6 3 1 2 1 4 1 3 1 2 3 4,108,1.770492,37,0.606557,-11.317287,83501
4223,4223,56,1 1 1 1 1 1 2 5 1 1 3 1 1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,101,1.803571,35,0.625000,-12.242100,48113
4224,33,8,2 2 1 3 1 2 3 4,18,2.250000,2,0.250000,-5.320300,33
4225,4225,17,2 2 2 1 1 3 2 2 1 1 1 3 2 4 1 1 10,39,2.294118,7,0.411765,-12.055637,4225
4226,2113,27,2 2 4 1 1 1 1 3 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,54,2.000000,14,0.518519,-11.206012,3077
4227,4227,27,1 4 4 1 1 1 1 3 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,55,2.037037,15,0.555556,-12.206012,6341
4228,1057,27,2 2 1 3 1 1 1 3 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,53,1.962963,14,0.518519,-10.206012,3077
4229,4229,27,4 2 1 3 1 1 1 3 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,55,2.037037,14,0.518519,-12.206012,4229
4230,2115,27,1 4 1 3 1 1 1 3 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,54,2.000000,15,0.555556,-11.206012,3173
4231,4231,10,1 1 2 4 1 2 1 7 5 4,28,2.800000,4,0.400000,-12.150375,9521
4232,529,8,2 3 6 1 1 2 3 4,22,2.750000,2,0.250000,-9.320300,529
4233,4233,73,2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 3 6 1 2 2 1 1 1 2 1 4 2 3 2 4 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,128,1.753425,41,0.561644,-12.297737,231821
4234,2117,8,4 3 6 1 1 2 3 4,24,3.000000,2,0.250000,-11.320300,2117
4235,4235,17,1 2 3 1 2 1 2 1 1 4 1 2 1 3 3 1 10,39,2.294118,8,0.470588,-12.055637,6353
4236,1059,8,1 5 6 1 1 2 3 4,23,2.875000,3,0.375000,-10.320300,1589
4237,4237,8,3 5 6 1 1 2 3 4,25,3.125000,2,0.250000,-12.320300,4237
4238,2119,27,1 1 2 2 1 2 1 2 4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,54,2.000000,13,0.481481,-11.206012,4769
4239,4239,27,1 1 1 4 1 2 1 2 4 3 1 1 1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,55,2.037037,14,0.518519,-12.206012,14309
4240,265,44,2 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,78,1.772727,25,0.568182,-8.261650,3077
4241,4241,37,2 3 2 1 1 1 1 1 1 3 1 3 2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,71,1.918919,19,0.513514,-12.356387,13121
4242,2121,37,2 1 1 3 1 1 1 1 1 3 1 3 2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,70,1.891892,20,0.540541,-11.356387,13121
4243,4243,37,1 3 1 3 1 1 1 1 1 3 1 3 2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,71,1.918919,20,0.540541,-12.356387,13121
4244,1061,44,4 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,80,1.818182,25,0.568182,-10.261650,3077
4245,4245,44,6 1 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,25,0.568182,-12.261650,4245
4246,2123,8,1 2 10 1 1 2 3 4,24,3.000000,3,0.375000,-11.320300,3185
4247,4247,8,1 1 12 1 1 2 3 4,25,3.125000,4,0.500000,-12.320300,9557
4248,531,44,1 3 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,79,1.795455,25,0.568182,-9.261650,3077
4249,4249,44,2 1 3 2 2 2 5 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,22,0.500000,-12.261650,4781
4250,2125,44,3 3 1 2 2 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,81,1.840909,24,0.545455,-11.261650,3077
4251,4251,27,1 2 1 1 1 2 3 3 1 1 2 1 2 1 5 1 1 2 2 2 2 4 3 1 1 5 4,55,2.037037,12,0.444444,-12.206012,16145
4252,1063,25,1 1 2 1 4 2 1 2 1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,50,2.000000,11,0.440000,-10.375937,2693
4253,4253,25,3 1 2 1 4 2 1 2 1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,52,2.080000,10,0.400000,-12.375937,4253
4254,2127,25,1 1 1 3 4 2 1 2 1 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,51,2.040000,11,0.440000,-11.375937,7181
4255,4255,73,1 1 1 1 2 1 1 1 1 2 3 2 2 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 2 1 3 1 4 1 2 1 5 5 1 1 1 1 3 1 1 4 3 1 2 2 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,128,1.753425,44,0.602740,-12.297737,2270045
4256,133,8,4 2 1 3 1 2 3 4,20,2.500000,2,0.250000,-7.320300,133
4257,4257,10,2 2 1 2 1 1 2 4 9 4,28,2.800000,3,0.300000,-12.150375,6065
4258,2129,44,2 3 1 1 4 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,81,1.840909,25,0.568182,-11.261650,3077
4259,4259,44,1 5 1 1 4 3 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,26,0.590909,-12.261650,6389
4260,1065,25,2 1 1 1 1 2 3 1 3 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,50,2.000000,11,0.440000,-10.375937,4049
4261,4261,25,4 1 1 1 1 2 3 1 3 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,52,2.080000,11,0.440000,-12.375937,4261
4262,2131,25,1 3 1 1 1 2 3 1 3 2 2 2 1 1 1 6 1 2 2 4 1 1 2 3 4,51,2.040000,11,0.440000,-11.375937,4049
4263,4263,44,1 1 2 1 2 1 1 1 1 2 1 3 1 2 3 1 1 1 1 1 1 2 2 1 2 1 1 1 2 1 4 2 2 4 3 2 1 1 4 7 1 2 3 4,82,1.863636,23,0.522727,-12.261650,199685
4264,533,8,6 2 1 3 1 2 3 4,22,2.750000,2,0.250000,-9.320300,533
4265,4265,61,2 1 1 1 1 1 1 2 2 1 1 5 4 1 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,32,0.524590,-12.317287,46133
4266,2133,8,8 2 1 3 1 2 3 4,24,3.000000,2,0.250000,-11.320300,2133
4267,4267,44,1 2 2 2 3 5 1 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,24,0.545455,-12.261650,6401
4268,1067,20,1 2 2 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,42,2.100000,8,0.400000,-10.300750,1601
4269,4269,20,3 2 2 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,44,2.200000,7,0.350000,-12.300750,4269
4270,2135,20,1 1 4 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,43,2.150000,9,0.450000,-11.300750,4805
4271,4271,61,1 1 1 2 3 1 1 4 1 1 1 2 3 2 1 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,34,0.557377,-12.317287,14417
4272,267,5,1 2 3 2 8,16,3.200000,1,0.200000,-8.075187,401
4273,4273,20,2 4 2 1 4 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,44,2.200000,8,0.400000,-12.300750,4273
4274,2137,20,2 1 4 1 4 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,43,2.150000,9,0.450000,-11.300750,2405
4275,4275,20,1 3 4 1 4 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,44,2.200000,9,0.450000,-12.300750,6413
4276,1069,5,3 2 3 2 8,18,3.600000,0,0.000000,-10.075187,1069
4277,4277,5,5 2 3 2 8,20,4.000000,0,0.000000,-12.075187,4277
4278,2139,25,1 2 1 1 2 1 1 1 1 3 1 5 3 1 1 6 1 2 2 4 1 1 2 3 4,51,2.040000,13,0.520000,-11.375937,20573
4279,4279,25,1 1 3 1 2 1 1 1 1 3 1 5 3 1 1 6 1 2 2 4 1 1 2 3 4,52,2.080000,13,0.520000,-12.375937,20573
4280,535,5,1 1 5 2 8,17,3.400000,2,0.400000,-9.075187,1205
4281,4281,44,2 1 2 3 1 2 5 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,24,0.545455,-12.261650,4817
4282,2141,5,3 1 5 2 8,19,3.800000,1,0.200000,-11.075187,2141
4283,4283,44,1 2 1 3 1 1 7 1 1 1 4 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,26,0.590909,-12.261650,7229
4284,1071,61,1 1 1 2 2 1 3 2 1 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,107,1.754098,33,0.540984,-10.317287,3617
4285,4285,61,3 1 1 2 2 1 3 2 1 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,32,0.524590,-12.317287,4285
4286,2143,61,1 1 1 1 4 1 3 2 1 2 1 1 2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,108,1.770492,34,0.557377,-11.317287,10853
4287,4287,44,1 1 1 1 1 2 4 1 7 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,25,0.568182,-12.261650,32561
4288,67,8,1 4 1 3 1 2 3 4,19,2.375000,3,0.375000,-6.320300,101
4289,4289,25,2 2 3 2 1 1 2 1 2 1 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,52,2.080000,7,0.280000,-12.375937,4289
4290,2145,25,2 2 1 1 3 1 2 1 2 1 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,51,2.040000,8,0.320000,-11.375937,2717
4291,4291,25,1 4 1 1 3 1 2 1 2 1 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,52,2.080000,9,0.360000,-12.375937,6437
4292,1073,5,2 4 1 1 10,18,3.600000,2,0.400000,-10.075187,1073
4293,4293,5,4 4 1 1 10,20,4.000000,2,0.400000,-12.075187,4293
4294,2147,5,1 6 1 1 10,19,3.800000,3,0.600000,-11.075187,3221
4295,4295,25,1 1 2 2 3 1 1 3 2 1 2 3 2 2 1 3 3 2 2 4 1 1 2 3 4,52,2.080000,8,0.320000,-12.375937,9665
4296,537,5,2 1 3 1 10,17,3.400000,2,0.400000,-9.075187,605
4297,4297,5,2 1 1 8 8,20,4.000000,2,0.400000,-12.075187,7253
4298,2149,5,4 1 3 1 10,19,3.800000,2,0.400000,-11.075187,2149
4299,4299,20,1 2 4 1 2 3 1 1 1 1 1 1 6 3 3 3 1 2 3 4,44,2.200000,9,0.450000,-12.300750,6449
4300,1075,5,1 3 3 1 10,18,3.600000,2,0.400000,-10.075187,1613
4301,4301,5,3 3 3 1 10,20,4.000000,1,0.200000,-12.075187,4301
4302,2151,37,1 1 2 1 1 1 2 2 1 1 1 2 1 1 1 2 2 1 3 2 3 1 2 1 2 3 2 1 2 5 4 4 1 1 2 3 4,70,1.891892,17,0.459459,-11.356387,58913
4303,4303,37,1 1 1 3 1 1 2 2 1 1 1 2 1 1 1 2 2 1 3 2 3 1 2 1 2 3 2 1 2 5 4 4 1 1 2 3 4,71,1.918919,17,0.459459,-12.356387,58913
4304,269,8,3 4 1 3 1 2 3 4,21,2.625000,2,0.250000,-8.320300,269
4305,4305,25,2 3 1 2 1 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,52,2.080000,11,0.440000,-12.375937,13121
4306,2153,25,2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,51,2.040000,12,0.480000,-11.375937,13121
4307,4307,25,1 3 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,52,2.080000,12,0.480000,-12.375937,13121
4308,1077,8,5 4 1 3 1 2 3 4,23,2.875000,2,0.250000,-10.320300,1077
4309,4309,8,7 4 1 3 1 2 3 4,25,3.125000,2,0.250000,-12.320300,4309
4310,2155,61,1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 2 1 1 3 2 2 2 1 2 3 2 1 2 1 5 1 2 2 3 1 2 2 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,108,1.770492,31,0.508197,-11.317287,425645
4311,4311,61,1 1 4 1 2 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 2 1 1 3 2 2 2 1 2 3 2 1 2 1 5 1 2 2 3 1 2 2 4 2 1 1 1 1 1 1 2 4 3 3 3 1 2 3 4,109,1.786885,32,0.524590,-12.317287,425645
4312,539,15,1 2 1 1 1 1 4 2 2 4 3 1 1 5 4,33,2.200000,7,0.466667,-9.225562,3077
4313,4313,15,2 1 5 1 1 2 2 2 2 4 3 1 1 5 4,36,2.400000,5,0.333333,-12.225562,4853
4314,2157,15,3 2 1 1 1 1 4 2 2 4 3 1 1 5 4,35,2.333333,6,0.400000,-11.225562,3077
4315,4315,44,1 2 1 1 3 2 2 2 2 2 3 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,21,0.477273,-12.261650,10925
4316,1079,15,1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,34,2.266667,7,0.466667,-10.225562,3077
4317,4317,15,3 1 3 1 1 1 4 2 2 4 3 1 1 5 4,36,2.400000,6,0.400000,-12.225562,4317
4318,2159,44,1 1 1 2 1 2 1 1 2 3 5 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,81,1.840909,24,0.545455,-11.261650,13841
4319,4319,44,1 1 1 1 3 2 1 1 2 3 5 3 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,24,0.545455,-12.261650,21869
4320,135,13,1 1 2 4 1 2 2 4 1 1 2 3 4,28,2.153846,5,0.384615,-7.395487,305
4321,4321,61,2 2 1 1 1 1 1 1 5 4 1 1 2 1 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,36,0.590164,-12.317287,27701
4322,2161,8,2 8 1 3 1 2 3 4,24,3.000000,2,0.250000,-11.320300,2161
4323,4323,8,1 10 1 3 1 2 3 4,25,3.125000,3,0.375000,-12.320300,6485
4324,1081,49,2 1 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.795918,24,0.489796,-10.336837,3077
4325,4325,49,4 1 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,24,0.489796,-12.336837,4325
4326,2163,49,1 3 2 2 3 2 2 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,89,1.816327,24,0.489796,-11.336837,3245
4327,4327,61,1 1 2 1 1 2 4 1 1 2 3 1 1 3 1 3 1 1 3 1 2 6 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,35,0.573770,-12.317287,16433
4328,541,13,3 1 2 4 1 2 2 4 1 1 2 3 4,30,2.307692,4,0.307692,-9.395487,541
4329,4329,15,2 1 1 1 2 3 1 2 3 6 3 1 1 5 4,36,2.400000,6,0.400000,-12.225562,10961
4330,2165,13,5 1 2 4 1 2 2 4 1 1 2 3 4,32,2.461538,4,0.307692,-11.395487,2165
4331,4331,44,1 2 2 1 1 2 2 1 3 1 2 2 6 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,82,1.863636,23,0.522727,-12.261650,8225
4332,1083,49,1 2 1 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.795918,27,0.551020,-10.336837,3077
4333,4333,49,3 2 1 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,26,0.530612,-12.336837,4333
4334,2167,49,1 1 3 4 1 1 4 2 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,89,1.816327,27,0.551020,-11.336837,4877
4335,4335,20,1 1 1 2 1 1 1 1 3 4 1 4 1 2 7 3 1 2 3 4,44,2.200000,10,0.500000,-12.300750,55565
4336,271,13,1 1 1 6 1 2 2 4 1 1 2 3 4,29,2.230769,6,0.461538,-8.395487,917
4337,4337,13,2 5 2 4 1 2 2 4 1 1 2 3 4,33,2.538462,3,0.230769,-12.395487,4337
4338,2169,25,2 1 2 1 1 2 1 3 1 2 4 1 1 1 2 1 5 1 4 4 1 1 2 3 4,51,2.040000,12,0.480000,-11.375937,4637
4339,4339,25,1 3 2 1 1 2 1 3 1 2 4 1 1 1 2 1 5 1 4 4 1 1 2 3 4,52,2.080000,12,0.480000,-12.375937,6509
4340,1085,13,3 1 1 6 1 2 2 4 1 1 2 3 4,31,2.384615,5,0.384615,-10.395487,1085
4341,4341,13,5 1 1 6 1 2 2 4 1 1 2 3 4,33,2.538462,5,0.384615,-12.395487,4341
4342,2171,15,1 2 1 2 3 1 1 2 3 3 5 1 1 5 4,35,2.333333,6,0.400000,-11.225562,3665
4343,4343,15,1 1 3 2 3 1 1 2 3 3 5 1 1 5 4,36,2.400000,6,0.400000,-12.225562,9773
4344,543,49,1 1 1 1 2 2 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,87,1.775510,27,0.551020,-9.336837,3077
4345,4345,15,2 1 2 1 3 1 1 1 5 3 5 1 1 5 4,36,2.400000,7,0.466667,-12.225562,6965
4346,2173,49,3 1 1 1 2 2 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,89,1.816327,26,0.530612,-11.336837,3077
4347,4347,66,1 2 1 2 1 1 1 1 1 1 4 1 2 2 1 1 1 1 1 2 2 4 2 1 1 2 2 1 1 3 3 1 3 1 1 1 1 1 3 1 3 2 1 1 1 3 3 1 1 1 1 1 1 1 2 2 7 3 2 2 4 1 1 2 3 4,117,1.772727,37,0.560606,-12.392475,75329
4348,1087,49,1 1 1 1 1 4 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,88,1.795918,28,0.571429,-10.336837,8261
4349,4349,49,3 1 1 1 1 4 3 4 3 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,27,0.551020,-12.336837,8261
4350,2175,25,1 1 1 1 1 1 2 3 1 2 1 5 1 1 1 3 5 1 4 4 1 1 2 3 4,51,2.040000,14,0.560000,-11.375937,24785
4351,4351,25,1 1 1 1 1 1 1 5 1 2 1 5 1 1 1 3 5 1 4 4 1 1 2 3 4,52,2.080000,15,0.600000,-12.375937,74357
4352,17,3,2 3 4,9,3.000000,0,0.000000,-4.245112,17
4353,4353,49,2 2 2 3 2 4 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,24,0.489796,-12.336837,4353
4354,2177,49,2 2 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,89,1.816327,26,0.530612,-11.336837,3077
4355,4355,49,1 4 2 1 1 6 2 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,27,0.551020,-12.336837,6533
4356,1089,13,2 2 4 1 3 2 2 4 1 1 2 3 4,31,2.384615,3,0.230769,-10.395487,1089
4357,4357,13,4 2 4 1 3 2 2 4 1 1 2 3 4,33,2.538462,3,0.230769,-12.395487,4357
4358,2179,13,1 4 4 1 3 2 2 4 1 1 2 3 4,32,2.461538,4,0.307692,-11.395487,3269
4359,4359,61,1 1 2 3 1 1 2 2 4 1 1 1 4 1 1 1 1 2 1 2 2 5 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,109,1.786885,34,0.557377,-12.317287,9809
4360,545,13,2 2 1 3 3 2 2 4 1 1 2 3 4,30,2.307692,3,0.230769,-9.395487,545
4361,4361,49,2 1 1 2 2 3 2 3 5 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,25,0.510204,-12.336837,7361
4362,2181,13,4 2 1 3 3 2 2 4 1 1 2 3 4,32,2.461538,3,0.230769,-11.395487,2181
4363,4363,49,1 2 3 2 4 1 4 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,26,0.530612,-12.336837,6545
4364,1091,13,1 4 1 3 3 2 2 4 1 1 2 3 4,31,2.384615,4,0.307692,-10.395487,1637
4365,4365,13,3 4 1 3 3 2 2 4 1 1 2 3 4,33,2.538462,3,0.230769,-12.395487,4365
4366,2183,49,1 1 2 4 1 3 4 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,89,1.816327,27,0.551020,-11.336837,4913
4367,4367,49,1 1 1 6 1 3 4 2 1 1 3 1 1 1 2 2 1 2 1 1 2 1 1 1 2 3 1 1 2 1 2 1 1 1 1 1 3 1 1 1 4 2 2 4 3 1 1 5 4,90,1.836735,28,0.571429,-12.336837,14741
4368,273,8,2 3 3 3 1 2 3 4,21,2.625000,1,0.125000,-8.320300,273
