dimension,birth,death,persistence
1,1.625000000000003e-05,2.9461285609934284e-05,1.3211285609934255e-05
1,2.0000000000000036e-05,3.320312499999942e-05,1.3203124999999384e-05
1,8.500000000000015e-06,2.168367346938815e-05,1.3183673469388134e-05
1,1.2999999999999855e-05,2.6168212890625228e-05,1.3168212890625372e-05
1,1.2999999999999855e-05,2.6168212890625228e-05,1.3168212890625372e-05
1,1.2999999999999855e-05,2.6168212890625007e-05,1.3168212890625152e-05
1,1.2999999999999855e-05,2.6168212890625007e-05,1.3168212890625152e-05
1,1.2999999999999855e-05,2.6168212890625007e-05,1.3168212890625152e-05
1,1.2999999999999855e-05,2.616821289062479e-05,1.3168212890624935e-05
1,2.124999999999965e-05,3.4403114186851356e-05,1.3153114186851707e-05
1,2.250000000000004e-05,3.554633253377058e-05,1.3046332533770543e-05
1,1.324999999999997e-05,2.6168212890625228e-05,1.2918212890625258e-05
1,1.324999999999997e-05,2.6168212890625228e-05,1.2918212890625258e-05
1,1.324999999999997e-05,2.6168212890625228e-05,1.2918212890625258e-05
1,1.3250000000000024e-05,2.6168212890625007e-05,1.2918212890624983e-05
1,1.2500000000000023e-05,2.5317382812499875e-05,1.2817382812499852e-05
1,1.2500000000000023e-05,2.5317382812499875e-05,1.2817382812499852e-05
